,MedHouseVal
13823,0.965
1975,0.567
7942,2.42
13825,1.176
1675,1.62
3237,0.485
10219,2.35
4066,3.75
6796,2.457
6047,1.745
2705,0.885
4827,5.00001
12657,1.569
17085,4.436
18711,1.299
8756,2.667
4388,1.678
6762,2.12
20324,3.25
5155,1.102
2385,0.786
4067,3.804
17835,2.675
3416,1.361
7573,1.83
9821,1.561
16413,1.493
11291,1.373
18742,1.524
18895,1.331
12216,1.734
15525,4.5
13657,1.732
702,2.419
5859,1.603
5027,1.03
8817,5.00001
12342,0.761
12150,1.376
20133,2.068
15401,1.137
3675,1.596
3877,2.038
4085,3.607
12726,0.962
13374,1.071
5582,1.413
17024,5.00001
19152,3.05
15877,3.468
9532,0.952
4707,5.00001
9571,0.82
7738,1.692
671,1.935
2492,0.581
10056,2.083
6624,1.982
9018,1.679
4869,1.102
15422,1.225
18170,5.00001
15794,2.619
12314,0.682
10404,3.3
10386,2.393
17659,2.737
18654,0.903
12466,0.866
9037,1.357
11306,2.734
14427,2.107
11369,2.346
19877,0.478
15272,3.073
13294,1.341
6817,1.603
16211,1.557
9581,0.875
4176,2.178
18029,2.848
13331,1.277
18247,2.339
12716,1.297
17761,2.872
3907,1.788
6600,1.417
13235,1.785
264,1.028
19309,1.212
2437,0.766
5157,0.888
10155,1.866
2338,0.713
2845,1.941
8442,1.953
20222,2.322
19586,0.647
7497,1.174
3640,1.838
19165,1.327
8262,1.149
16339,1.168
14272,1.792
17816,2.889
1520,2.925
2134,0.602
10858,1.403
8420,1.547
10748,2.097
19260,1.519
6870,1.551
11621,1.792
29,1.32
17241,1.137
9596,0.978
1288,1.468
11014,2.139
11391,2.509
16612,2.399
2494,0.744
20385,2.25
112,2.55
3775,2.324
1384,2.877
13623,1.176
14116,1.25
4243,1.938
2057,0.813
5680,3.313
6220,1.545
1097,0.951
11482,1.942
19585,0.551
14529,1.51
19776,0.541
761,1.654
10102,1.417
13791,0.65
8116,2.316
7670,2.024
5983,1.462
163,2.188
992,4.5
259,1.02
16922,2.295
1929,2.171
18866,1.348
16659,2.656
6278,3.625
19907,1.397
4162,2.408
16248,0.959
20228,2.748
4912,1.038
3455,3.563
6961,1.667
10043,1.844
4993,1.147
5745,2.013
17434,2.298
4936,1.313
5798,2.065
9923,1.559
7560,2.131
1529,2.71
8140,1.813
17410,2.059
15136,2.158
13520,0.867
7038,1.853
7240,1.631
176,1.406
8317,1.469
7389,1.798
11891,1.424
15551,5.00001
15414,1.996
8073,2.286
14375,5.00001
12009,1.625
2225,1.45
7548,1.055
16207,1.267
10130,2.417
2958,1.301
5821,2.095
7885,2.134
10681,1.063
1441,1.932
17969,3.327
15302,1.217
7084,1.96
11389,2.61
20304,2.239
1119,0.973
3327,0.481
7650,3.0
16417,1.579
15031,3.874
5831,2.5
13484,0.695
9446,0.962
1958,1.402
14096,1.422
5113,0.917
13759,1.135
12140,1.189
1224,1.125
12252,1.622
13097,0.953
4458,1.428
14016,1.188
1968,1.625
19542,0.616
4547,1.9
13719,1.422
13090,1.282
6277,1.838
6043,1.806
20237,2.287
5459,3.24
16058,0.923
3854,2.361
18006,4.301
12084,1.292
8703,4.875
17809,3.139
2984,0.882
17256,1.064
10798,2.52
5356,3.736
12539,0.754
12668,0.649
2917,0.486
418,3.44
15859,3.57
9993,0.839
56,0.875
8447,1.947
18442,2.316
10091,5.00001
9183,0.909
10267,2.566
17219,1.361
8098,2.254
5560,1.654
8169,2.0
3804,2.056
597,2.316
9269,3.054
5919,1.926
1731,1.207
13802,0.668
19369,0.763
10496,3.02
12623,1.941
16613,2.359
7437,0.9
5766,2.188
11491,2.949
4128,1.556
5395,4.466
18457,1.545
19267,1.422
4049,4.908
18562,0.901
8751,5.00001
18475,3.315
8961,5.00001
2283,0.745
3413,1.409
9801,1.624
910,2.876
19499,1.065
5124,0.993
2609,1.197
11855,1.141
12545,1.1
13393,0.734
7186,1.9
17124,3.418
20353,1.536
2383,1.446
19023,2.469
9351,4.786
20105,1.805
3811,2.325
10753,2.642
10244,2.66
1514,2.26
6768,2.114
6399,4.452
14271,1.65
14669,1.56
11833,1.426
19010,1.292
8039,1.508
1202,0.855
2551,1.042
20296,1.981
11747,0.819
10998,2.118
12259,2.356
8840,3.479
18189,5.00001
2262,0.665
1763,1.433
7069,1.641
4537,0.875
16840,2.761
287,1.607
17226,1.607
3098,0.872
3750,3.65
3546,2.302
9808,1.622
14933,1.406
19865,0.523
4277,1.875
15117,3.691
6299,2.201
19867,0.639
11685,2.014
2223,0.54
4313,2.583
7281,1.656
2245,0.656
2310,1.388
6613,2.279
4897,1.079
7794,1.695
4574,5.00001
350,0.9
15697,3.968
4472,1.417
19640,1.471
3351,2.761
4693,4.409
2241,0.888
9022,1.797
18345,3.05
9682,3.901
17051,3.273
11316,3.045
39,1.76
19720,0.619
9224,1.792
7690,1.842
16191,1.5
13104,1.043
9611,2.318
8367,2.125
5875,3.491
4339,3.068
11558,3.285
9587,0.44
10608,1.058
12129,0.938
16299,1.55
14768,1.586
10367,3.465
8891,3.041
5561,1.542
9425,2.132
13938,1.423
17706,2.544
10844,1.804
7504,1.056
12577,1.337
14309,2.706
1555,3.692
2193,0.889
11620,2.833
4871,1.158
1128,0.935
6590,1.625
9350,4.938
15261,1.17
10065,1.25
1272,1.567
20046,3.49
3938,1.904
415,3.711
18877,1.919
2032,1.083
2346,1.547
806,1.987
14477,1.62
15047,1.694
449,2.714
6729,3.093
2931,0.498
17911,5.00001
6869,1.888
2092,0.701
601,2.082
18512,3.052
8209,3.041
11485,2.088
10247,4.17
921,4.511
3865,2.464
3017,0.889
9396,0.95
1575,3.587
10090,3.13
2890,0.844
1629,3.675
5795,2.725
2454,0.6
11425,5.00001
15581,5.00001
14658,1.31
1859,0.922
7171,1.519
11860,1.108
15330,1.573
5003,2.076
749,1.807
8136,2.094
7401,1.364
1926,1.866
15016,1.595
13651,1.313
19511,0.653
1316,1.795
874,2.403
11553,2.374
6998,1.5
10909,1.836
5484,3.872
1718,0.686
5646,2.542
7381,1.648
11122,1.829
12361,1.557
9680,2.7
17095,2.36
12219,1.557
17635,1.875
4362,1.6
1904,5.00001
8227,5.0
10182,3.5
4060,3.691
7162,1.125
18387,2.405
5307,5.00001
6968,1.567
12470,0.936
14331,5.00001
13863,1.339
18761,0.864
9268,3.091
5025,3.01
3748,3.434
8685,3.878
10084,3.726
890,3.053
5960,1.098
12692,0.606
16736,4.224
20158,2.842
445,1.826
12680,0.659
1768,1.052
13079,2.522
4280,2.088
1395,2.118
8150,1.625
5764,2.181
18388,4.0
14596,2.434
17539,1.919
9233,3.14
4906,1.0
18066,2.625
3207,0.544
10138,2.154
9835,1.532
8877,5.00001
3204,0.928
15649,3.5
19797,0.495
15948,3.177
7333,1.125
7871,2.282
2989,0.809
4711,2.52
18301,2.171
12374,1.093
10698,3.109
19607,0.535
6547,1.361
12866,1.178
5647,2.921
9498,1.463
10331,1.903
16081,0.803
11757,0.719
2896,0.669
669,1.922
5923,2.022
17847,2.804
5663,2.734
9132,1.241
5475,3.626
4078,4.956
10285,1.972
15958,1.875
2800,0.57
2407,0.635
9206,4.232
19546,0.725
16254,2.018
19427,1.231
1471,1.511
9160,0.652
15513,4.583
10185,2.885
13997,0.934
7417,1.327
20338,0.862
16989,3.264
6618,2.226
20022,2.176
12524,1.528
9463,0.905
1906,1.634
13282,1.393
17266,0.738
12519,2.179
13342,1.306
13762,1.297
8206,3.063
1081,1.125
3483,1.424
2572,1.058
10651,5.00001
16619,3.142
3479,1.959
1325,0.946
13406,0.906
7637,2.91
8951,3.773
7897,1.677
4991,1.225
8972,1.048
18273,2.131
3039,0.605
6721,3.648
15941,3.238
9648,3.229
1748,1.404
18655,0.778
11650,2.371
9179,0.528
16003,5.00001
8340,1.7
17617,1.375
18627,0.59
3224,0.523
222,2.73
13682,1.265
20260,4.019
12098,1.622
4086,4.976
9215,2.763
16171,0.944
20372,1.206
12319,0.588
19438,1.875
10767,1.938
7676,1.919
8808,5.00001
14282,2.313
15534,5.00001
11378,4.777
17443,3.326
1596,4.333
14248,2.697
13443,0.649
18173,5.00001
4890,0.875
17488,2.81
18420,1.614
668,1.926
16574,1.814
1518,2.649
31,1.152
8532,3.568
10193,3.244
6228,1.629
11310,3.195
11957,1.382
16554,1.585
9004,0.869
14699,4.827
15225,1.739
20269,3.75
19112,1.836
19513,0.615
5981,1.401
5137,0.888
18002,4.097
8470,2.05
4621,4.338
11976,1.771
20227,2.118
8456,1.639
3481,1.723
20350,2.043
1922,1.975
3123,0.879
3947,2.249
9499,0.689
15400,1.435
8544,2.94
3154,0.75
14085,1.254
19197,1.406
17482,2.307
15654,0.325
7161,1.438
12487,1.919
5380,3.743
15926,3.327
12196,0.956
3834,3.531
9987,1.551
11440,0.585
3389,2.394
20148,1.82
8235,4.083
16556,2.099
18806,1.25
16222,1.1
5570,1.398
12800,1.53
13770,0.993
9405,0.772
2857,0.574
9930,1.952
9245,4.333
2138,0.619
16414,1.385
14892,1.447
9973,1.825
18845,1.401
5354,2.894
18930,2.957
20311,2.252
15574,5.00001
12105,1.743
13847,1.897
11748,0.966
16923,2.5
5705,3.312
1883,0.961
16142,0.53
14789,1.445
11003,2.354
10675,5.00001
6882,1.495
7553,0.951
15915,2.25
3217,1.0
4073,3.677
19614,0.813
10028,1.981
15786,2.43
6289,1.845
3895,2.403
14708,1.271
14551,1.738
11791,0.958
6988,1.834
1621,4.043
19531,1.417
667,1.973
11736,1.289
14494,1.985
14365,5.00001
8190,1.813
2294,0.842
11290,2.528
11254,1.475
4379,1.5
5720,1.625
17034,3.451
4643,4.5
5269,3.167
13334,1.275
2461,0.609
4102,1.804
6210,1.565
8668,3.761
6931,2.197
16543,1.952
785,2.281
20088,2.245
3633,2.337
3984,4.099
11732,1.743
19798,0.584
7379,1.608
13837,1.611
14461,1.723
4123,1.758
20182,2.413
16650,2.847
2703,0.726
14485,1.597
20073,2.143
10164,2.184
10232,3.663
17798,2.554
8678,3.795
13977,1.227
13152,2.335
3829,2.867
4271,1.984
9613,1.529
19734,0.722
19392,0.68
4418,1.917
1933,2.076
16869,3.106
7027,2.037
16666,2.467
268,1.644
766,1.952
7291,1.5
18580,0.808
16244,0.95
13166,1.456
16203,1.482
5698,3.186
2784,0.455
16560,1.421
13138,4.067
5786,3.289
9976,1.53
348,0.923
9536,0.798
13461,0.973
7313,1.661
6165,1.89
12665,0.886
15022,1.865
14820,2.277
18748,0.984
4663,4.534
4004,1.745
6718,4.445
5102,0.901
12081,1.733
16810,4.13
10127,1.911
4818,1.384
16777,5.00001
13394,0.704
17629,2.299
5681,4.0
9628,1.304
15605,2.938
11097,2.109
10067,2.582
12793,1.832
16655,2.807
19771,0.648
607,1.908
14944,1.388
12060,1.773
13059,1.924
5609,2.554
12960,1.011
8779,4.25
16541,2.955
4454,1.125
8103,2.26
14895,1.713
3670,1.543
20420,0.717
3634,1.755
3825,2.464
11964,1.161
4935,1.036
17712,3.205
12125,1.347
6292,1.058
8033,1.381
17452,2.848
19866,0.514
18762,0.904
19935,1.375
16073,0.43
6640,4.708
8815,5.00001
19895,1.232
16151,0.616
8796,5.00001
16695,3.455
6393,2.331
11603,3.478
8845,3.75
5103,1.014
6725,2.045
8906,3.516
11196,2.146
19859,0.776
2301,1.652
9291,2.713
20035,2.811
568,2.062
9672,2.526
15424,1.277
1985,0.433
2279,0.837
18418,2.383
1999,0.541
17703,2.379
19743,0.926
5592,4.161
2542,1.161
2373,0.924
15226,1.338
19514,0.652
4301,2.875
19687,0.533
10113,1.675
405,3.588
7444,1.208
3963,2.473
14482,1.875
12144,0.862
7908,1.473
11557,3.131
14940,1.238
14659,1.344
19258,1.714
6608,1.714
14014,1.05
95,1.3
1632,5.00001
11202,1.934
7277,1.694
4802,1.25
1020,2.45
10440,5.00001
16076,0.675
14112,0.893
14094,1.158
2240,0.995
9996,1.557
11383,2.167
17687,2.636
12458,0.56
19694,1.505
16361,1.109
20235,2.435
5840,2.479
7058,2.029
14936,1.098
10885,2.053
1413,2.732
18610,1.054
4329,3.741
9451,1.0
373,1.111
10373,5.00001
16162,0.584
2209,1.447
7245,1.542
8828,5.00001
13495,0.98
1566,3.993
15423,1.151
9473,0.673
1117,1.152
179,1.228
18033,2.736
6915,1.375
18067,3.223
10598,5.00001
12454,0.558
17599,2.21
7483,1.05
16690,2.793
16242,0.99
12825,1.443
19273,1.5
3068,0.812
14027,1.247
18964,2.44
3581,2.423
2905,0.616
11870,0.978
13739,0.823
10280,2.881
10131,2.935
6062,1.176
5206,5.00001
6229,1.356
6746,1.917
9188,0.617
2465,0.551
1264,1.297
11490,2.235
10701,3.111
9050,1.135
920,2.435
12606,1.364
14678,1.276
11145,1.774
9296,4.055
7479,1.053
15102,3.198
4745,1.511
5893,1.555
12189,0.911
621,1.75
13551,1.231
19233,1.167
6137,1.66
12544,0.668
11342,3.506
966,3.115
147,2.277
3774,3.25
6812,1.972
16980,1.596
4265,1.625
13316,1.614
14180,2.211
1320,0.675
11101,2.286
15060,4.504
542,2.19
11750,1.025
12994,1.306
3426,1.571
18483,3.044
493,5.00001
11811,1.255
8451,2.103
13223,1.136
5045,0.958
10063,1.954
4347,2.173
12969,1.5
2381,1.027
13258,1.813
8161,1.875
17404,1.837
5109,0.953
17875,2.432
5685,4.727
2639,1.114
13588,0.825
14284,2.667
10054,1.903
999,1.844
2526,0.769
5037,0.965
2771,1.66
9638,1.931
5445,5.00001
3294,0.55
9704,0.762
2696,0.938
7316,1.629
12433,0.8
1591,4.553
10002,1.221
1240,0.658
15495,3.5
1052,1.126
12313,0.694
4117,1.721
2123,0.728
20031,2.194
7720,1.592
20075,3.018
1943,1.113
9032,1.375
8159,0.875
2746,0.677
10136,3.519
13637,1.298
11149,2.094
5784,3.496
2061,0.72
1800,1.224
2075,0.561
17441,3.101
3722,3.647
3755,2.692
19162,1.183
154,3.901
2436,1.209
13310,1.25
13993,0.906
7314,1.676
3892,2.121
19361,0.906
12517,2.046
17764,2.983
14827,2.233
14048,1.477
6803,2.043
16965,5.00001
8028,1.607
12681,0.705
945,2.994
6124,1.871
1712,1.125
4932,1.375
18254,2.309
10170,2.803
8632,2.859
1168,0.58
792,1.726
8531,3.594
7661,2.449
4063,3.723
1547,3.435
6194,1.569
15020,1.469
19157,2.698
11265,1.53
3486,2.096
3167,0.62
15189,1.875
7893,1.703
12162,0.777
17322,3.312
18223,3.627
5050,0.922
4845,1.0
12939,2.631
15107,5.00001
7485,1.023
16293,1.869
13430,0.855
20230,3.0
3896,1.909
12408,2.325
15460,1.981
18294,2.915
18167,3.981
4725,1.232
20161,2.17
3448,1.724
12834,1.696
5210,5.00001
15563,5.00001
994,1.924
5814,2.313
18969,1.626
2745,0.727
17932,4.988
11455,2.358
13052,2.25
4710,2.021
1946,1.279
6825,1.708
10374,3.0
4721,2.685
4700,3.381
18298,2.572
18478,3.635
8315,1.64
3403,1.343
12477,0.819
7880,1.984
857,1.917
16285,1.031
2514,1.25
19902,1.281
15067,2.615
7896,1.63
3961,2.484
9339,4.004
6122,1.852
3492,2.184
1480,1.75
13417,1.111
6977,1.625
2085,0.455
13610,0.974
2235,1.052
6788,2.156
2934,0.621
18666,0.924
8738,5.00001
17982,3.521
19410,1.436
19326,1.356
5728,2.537
2309,1.09
12504,0.654
3644,1.646
16005,5.00001
13568,1.065
1604,1.027
16913,5.00001
18152,3.609
17931,5.00001
19828,1.125
4045,5.00001
17789,2.5
2942,0.719
16588,2.506
13201,1.118
19052,1.694
210,1.095
7845,2.681
7747,1.644
13983,1.0
15638,4.769
4903,0.95
16930,2.653
14507,1.668
12918,1.487
320,0.818
12110,3.477
1642,2.101
18357,2.815
17003,5.00001
4569,1.181
16079,0.872
1149,0.536
14209,1.625
14811,2.736
9958,1.092
6081,1.472
5191,0.863
2299,1.408
12263,1.452
16982,1.856
392,2.063
1397,1.896
17010,5.00001
14913,3.016
6330,2.657
19383,0.749
3530,3.337
14587,2.242
10715,5.00001
1806,2.865
12451,1.919
18087,1.813
4567,2.125
3145,0.68
6415,2.353
9943,1.75
11965,1.228
11388,3.369
14593,2.683
8082,2.257
18278,2.657
6222,1.508
3651,2.399
19322,1.271
6370,2.352
3499,2.329
1984,0.477
13206,1.587
16893,3.605
10508,1.841
5084,1.163
18228,5.00001
4585,2.375
11771,1.938
15573,5.00001
20092,2.205
811,2.095
3311,0.966
8493,3.761
10293,2.379
11302,2.242
20363,1.826
2378,0.833
4127,1.564
17158,2.487
2892,1.471
20258,5.00001
12662,1.132
8060,1.176
17883,3.359
9197,0.623
3604,1.737
14692,5.00001
16329,1.331
14879,1.32
14521,2.351
5320,5.00001
171,1.388
5432,3.359
4686,5.0
7878,1.995
16494,1.896
13279,1.787
11561,2.156
4235,3.5
4195,5.00001
5863,1.546
14700,1.25
19930,1.189
9605,1.698
15321,1.925
14721,0.978
20248,3.259
605,1.81
16174,1.669
49,1.125
15411,2.0
7755,2.047
11169,1.806
18161,4.319
3712,2.246
6298,0.675
14370,5.00001
11365,4.427
9016,1.719
14446,2.004
15489,5.00001
16415,1.553
4501,1.396
3601,1.365
19624,0.737
6621,2.399
5082,1.021
18184,5.00001
10854,1.639
6361,3.951
1347,1.608
3725,4.658
5892,1.842
653,2.027
6130,1.896
11436,0.875
10216,4.613
5099,1.006
851,2.132
10631,1.909
4416,1.602
8831,4.708
15211,0.858
15293,1.358
19651,0.62
13745,1.941
18456,3.833
11373,2.625
16356,1.875
12352,0.655
11717,1.588
7496,1.281
731,1.794
10194,1.624
547,2.345
7802,2.065
8445,2.38
6400,5.00001
5452,5.00001
19083,2.318
514,4.578
2368,1.601
16801,5.00001
495,3.096
511,5.00001
11313,2.742
2233,0.958
303,0.975
5199,0.87
14899,1.735
19657,0.953
932,2.113
9260,5.00001
20011,2.211
12405,1.394
1194,0.864
10968,2.364
13248,1.641
7175,1.739
13022,1.701
11912,2.208
5625,3.215
16192,1.349
14373,5.00001
19278,1.824
12488,2.166
19672,0.525
18103,4.147
13381,1.123
20212,1.304
3286,0.69
20451,1.072
2788,0.624
16814,4.808
16905,4.959
4216,5.00001
11079,2.285
7759,1.831
10145,1.625
15494,5.00001
14161,0.702
15722,3.009
1398,2.66
4970,1.577
3659,1.986
6281,2.699
18322,2.269
5514,2.896
727,1.875
4620,3.37
18777,1.225
10570,3.782
19835,0.49
7643,2.66
4788,2.292
17502,2.317
2162,0.747
7894,1.667
9107,2.281
13288,1.525
5407,4.586
9489,0.869
15151,3.671
4593,5.00001
17246,1.176
269,1.565
2195,0.965
19888,0.517
5373,4.058
8378,2.3
8762,3.0
3194,0.61
17575,3.595
14257,3.964
16048,0.633
13375,1.182
2979,0.5
1121,1.049
6567,2.346
9504,0.675
7408,1.494
16961,4.093
12806,2.13
12569,0.931
16606,2.67
15334,0.875
3398,1.5
6939,1.689
19015,1.964
11047,1.892
1497,1.631
14576,1.293
18821,1.348
2667,0.694
16679,2.62
13185,1.37
14206,0.863
13531,0.635
4376,1.875
5998,1.106
18285,1.839
12795,1.195
9552,0.576
19306,1.128
18380,1.667
17518,1.849
19028,3.846
6408,2.487
10988,2.167
17157,3.0
12184,0.9
8594,3.662
14537,1.798
5187,1.0
13577,1.407
9903,3.033
12751,0.77
7949,2.199
16223,1.123
13764,1.04
5090,1.015
12876,1.325
1327,1.178
1164,0.517
13435,0.908
10488,0.875
765,1.526
17247,1.292
16983,1.667
1249,0.615
8341,1.565
18477,3.566
5406,3.442
7152,1.25
7999,1.592
3173,1.008
13713,0.941
13392,0.845
15299,1.393
9166,0.849
13479,0.721
20047,3.852
20172,2.279
7422,1.3
10993,2.309
20314,2.046
14782,1.523
6100,1.601
1677,1.933
17232,1.398
12051,0.986
16323,1.325
3929,5.00001
16773,5.00001
9574,1.406
17560,1.758
1452,2.292
6772,2.183
19051,1.755
12471,0.757
18702,0.575
14013,0.95
9579,1.5
3033,0.646
16758,5.00001
18681,0.557
2312,1.125
16428,3.273
8983,1.385
4022,5.00001
14230,2.583
17519,1.758
10095,1.888
13114,2.254
12425,1.347
10313,1.956
1004,2.567
18354,1.375
7183,1.618
3153,0.455
18381,1.953
8809,5.00001
18736,0.928
10354,2.471
2625,0.768
5670,3.179
19222,0.964
19724,0.494
9433,1.154
7208,3.5
9093,1.996
14985,1.661
16292,2.408
2981,0.927
13862,0.89
1428,1.782
18127,5.00001
19975,2.379
17589,2.715
7225,1.125
15381,1.542
18771,1.958
6244,1.541
19183,1.6
4387,1.667
4089,2.746
5962,1.036
209,1.133
5316,5.00001
14301,2.125
2169,1.264
19193,1.513
16185,1.759
18214,5.00001
11065,1.875
13859,0.908
20166,2.142
2313,0.697
14588,2.347
977,3.932
19763,1.156
19567,0.813
9601,1.078
19070,3.309
19519,0.988
271,1.742
16764,3.506
8395,2.3
3867,1.968
1619,3.556
15547,4.0
949,2.138
3986,5.00001
7298,1.5
17709,2.207
7758,1.78
9984,1.718
14602,2.208
787,1.842
5190,0.883
14054,1.568
11077,1.914
11277,1.605
19397,1.293
7542,1.041
19565,0.839
1637,1.625
6429,1.733
8151,1.563
14384,2.098
5201,0.887
2012,0.441
4487,1.438
2767,0.45
13529,0.84
4166,2.235
8067,1.481
6181,1.939
7699,2.22
8715,2.799
18295,2.331
13263,3.431
7378,1.791
8282,1.838
12500,0.735
9452,1.161
4360,1.705
1982,0.592
8633,2.865
9220,3.508
6992,1.739
2973,0.658
6755,1.831
10879,1.95
574,1.0
293,1.458
10370,3.588
16183,0.875
3326,0.875
19389,0.541
152,2.695
973,2.385
11459,1.8
3276,1.347
14324,2.382
3125,0.833
187,1.375
11559,3.444
10341,5.00001
5217,5.00001
4209,3.935
11507,3.601
9696,1.143
12592,1.907
14020,1.447
19097,1.428
11883,1.285
17359,2.375
10802,1.457
19953,3.381
7965,2.213
19671,0.558
1226,0.774
4836,1.646
18220,2.558
5741,1.929
3830,2.25
16436,1.525
12571,1.16
7666,1.625
7002,1.583
19442,0.927
1593,3.103
19948,1.563
4499,1.15
10889,2.194
18740,1.429
18787,3.052
8152,1.266
12045,1.613
12923,1.307
3485,2.046
3556,3.231
12007,2.165
19750,0.892
5653,3.295
15687,2.65
14502,1.786
17914,5.00001
12434,1.231
5984,1.288
9352,3.5
10118,1.957
16284,1.625
3728,1.908
13666,1.228
13653,1.632
11120,1.524
5245,5.00001
5880,2.117
20441,0.775
10303,1.967
743,1.654
9163,0.953
17080,3.511
10013,2.17
17866,3.333
13403,0.673
1950,1.587
15252,1.469
10956,2.676
16933,2.7
2630,0.925
18425,1.904
9130,1.063
13593,0.813
15695,4.0
6487,1.514
12653,1.141
4632,1.938
8947,5.00001
16006,3.768
6857,3.793
20069,2.149
10026,1.754
8836,5.00001
18004,3.275
9936,1.715
6401,5.00001
12056,2.289
9514,1.306
13276,1.696
14817,2.216
11908,2.034
7297,1.554
15253,1.809
15462,1.938
18773,2.1
11318,2.765
18047,2.61
20095,0.875
11543,1.328
16596,2.722
4784,1.8
2358,0.589
9789,2.18
19228,1.164
6873,1.581
19140,1.667
19793,0.593
7274,1.636
2226,0.944
8559,4.561
10166,2.701
17284,1.34
10677,5.00001
6369,1.841
9428,1.656
10327,2.798
9367,0.915
5131,0.949
12733,0.949
13468,0.771
6171,2.111
7852,1.595
10229,2.682
14488,1.787
20439,0.991
16957,3.436
4677,3.288
16988,1.89
14043,1.841
15375,2.271
15130,3.477
3941,2.156
19620,0.792
984,3.529
20094,1.708
16947,2.677
1462,1.678
8259,0.969
17531,1.763
17318,3.122
17572,2.778
19167,1.488
20384,1.514
11283,2.307
11248,1.741
17184,0.844
12748,1.083
12614,4.483
13542,0.883
2709,1.425
4505,1.463
10717,4.391
9039,0.969
9763,2.173
16552,1.904
6928,3.726
1314,1.647
18358,2.563
1060,1.266
16168,1.524
6365,1.873
19327,1.06
13931,1.6
8176,1.125
5182,1.076
18341,2.286
16214,1.313
17470,2.14
843,2.443
15829,2.556
12268,2.85
18319,2.298
13728,0.565
19861,0.531
9383,0.579
11428,4.017
19127,1.491
19050,1.57
8590,5.00001
10198,2.0
1127,0.85
18707,1.795
12237,1.0
10032,1.452
15981,2.724
10923,5.00001
6011,2.306
11775,1.115
13070,1.0
1353,1.139
148,1.996
12586,0.675
448,2.12
6221,1.589
10991,2.221
4531,1.75
19958,2.091
251,0.806
15417,4.441
4779,1.525
16402,0.741
5421,2.393
6925,2.385
20112,1.649
5384,3.947
12439,1.511
132,3.193
19243,2.688
18071,2.889
9963,0.906
7624,1.513
1845,0.783
8245,3.673
9234,2.395
4829,1.25
6833,1.788
4660,4.869
3689,1.875
7592,1.757
13351,1.125
11542,2.296
6037,2.069
1888,0.867
5017,1.063
17036,3.68
7410,1.394
7879,1.88
3765,1.854
12240,0.704
1911,1.326
16321,1.548
6690,3.599
19764,0.932
17625,2.059
3795,2.177
184,1.119
11746,0.709
17375,2.995
3993,4.831
19790,0.704
16062,1.076
11209,1.903
58,0.803
12468,0.943
17122,3.268
14400,1.146
10238,2.135
17787,2.865
14826,1.753
15217,1.521
7529,0.968
471,1.5
18408,2.76
8915,3.25
1658,2.536
6006,1.13
18791,2.239
18582,1.006
8298,1.982
4099,1.898
4873,1.268
20242,4.229
14237,1.25
6471,1.352
10342,5.00001
709,2.75
9427,1.588
947,2.318
14239,1.62
2564,0.981
10160,1.339
13081,1.842
17867,3.32
18114,4.735
6419,2.625
9957,1.097
20410,0.713
8031,1.657
19929,1.495
17725,2.353
11899,3.75
18541,0.813
16638,3.045
14453,1.996
16951,3.031
13491,1.166
4767,1.2
781,1.63
13727,0.641
11295,1.979
12164,0.74
4200,5.00001
10474,3.089
9064,1.513
7997,1.491
12621,1.917
6176,1.907
19957,1.734
1501,1.446
4371,2.135
4627,3.058
13264,1.818
12885,1.456
11572,2.093
13627,1.532
8246,4.635
19601,0.627
7627,1.861
12426,1.143
18031,2.528
6658,0.55
4553,1.875
5897,1.867
266,1.439
14849,1.208
10197,2.16
2188,1.225
3053,0.521
2858,0.554
17283,1.347
17705,5.00001
12667,0.652
18054,2.708
18763,1.685
13891,0.785
17296,1.352
8582,5.00001
16698,2.73
11358,2.819
13750,1.197
685,1.578
12122,1.83
1114,0.84
12723,1.355
17128,2.361
16478,3.208
15265,2.328
2864,0.48
12247,0.659
2171,0.896
4181,1.643
5360,3.524
19280,1.097
16526,2.218
16676,2.727
10282,3.156
17152,3.013
17826,2.675
7557,2.035
14039,2.192
3793,2.02
15245,1.467
2185,1.654
3015,1.047
7546,0.986
5010,1.564
17043,5.00001
4082,4.838
1875,0.858
11082,2.308
5886,4.515
5835,2.478
3322,1.031
6104,1.434
20176,2.182
20331,0.802
14640,0.932
4535,1.875
8855,3.308
15523,5.00001
109,2.25
11338,2.651
16017,3.372
14771,1.13
5325,5.00001
14153,0.938
13638,1.411
12906,1.305
7319,1.713
8500,3.613
1070,0.851
6850,1.988
19118,1.41
5583,1.125
15781,2.296
6648,2.132
844,2.47
7847,2.776
796,1.926
6982,1.628
7051,2.063
9743,2.538
14843,2.735
9762,3.391
15174,5.00001
9891,3.367
16110,0.938
5346,0.55
13124,3.601
18572,1.142
11838,0.827
17041,5.00001
13349,1.012
334,0.865
1848,0.695
16118,0.636
10482,2.428
16228,1.084
7294,1.906
11759,0.559
3364,1.958
5055,1.026
3021,1.21
2790,0.871
6409,2.738
14732,1.182
18195,5.00001
17391,1.831
1297,0.935
4615,3.289
7745,1.675
12180,1.875
12982,1.341
12323,1.125
13141,2.268
18026,3.37
9730,4.658
9067,2.399
14266,2.571
14953,2.01
3195,0.597
8234,3.981
5740,2.098
15889,3.99
16348,2.0
18637,0.765
16512,2.215
7903,1.554
2792,0.844
7009,1.795
8546,2.959
18491,2.156
2649,1.015
16993,4.102
8964,5.00001
1882,1.036
12368,1.539
20102,2.312
