,Unnamed: 0.1,Unnamed: 0,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedInc
1700,1700,1708,38.0,5.66,1.05,945.0,2.46,37.94,-122.31,4.3958
1656,1656,1662,16.0,7.63,1.04,1089.0,2.89,37.93,-121.93,6.299
19878,19878,20051,20.0,4.95,1.02,1746.0,2.97,35.99,-119.28,1.7372
14456,14456,14572,31.0,5.65,1.06,866.0,2.41,32.82,-117.21,3.8529
3912,3912,3936,17.0,4.61,1.06,1879.0,2.65,34.22,-118.57,4.1359
15283,15283,15409,20.0,5.62,0.96,1173.0,3.36,33.22,-117.24,4.1316
19960,19960,20134,16.0,4.99,1.1,1163.0,2.22,34.4,-118.9,1.5781
10233,10233,10310,9.0,6.96,1.09,2090.0,3.01,33.88,-117.76,6.6536
10719,10719,10802,34.0,4.87,1.17,384.0,1.95,33.6,-117.96,5.2333
6559,6559,6609,38.0,4.28,1.0,1398.0,3.42,34.19,-118.15,2.3967
4555,4555,4586,33.0,1.93,1.03,3707.0,3.66,34.06,-118.26,1.7238
17089,17089,17234,23.0,6.95,1.06,917.0,2.45,34.44,-119.68,8.7394
12350,12350,12450,17.0,6.15,1.49,333.0,2.85,33.69,-114.56,1.6509
10157,10157,10232,29.0,3.75,1.14,1822.0,5.59,33.87,-117.93,1.7935
19818,19818,19991,31.0,4.98,1.07,1266.0,3.54,36.2,-119.35,2.2264
3141,3141,3157,28.0,5.11,1.02,1233.0,3.51,35.3,-118.91,2.7845
1532,1532,1535,33.0,7.0,0.93,998.0,2.88,37.89,-122.04,7.5349
17766,17766,17916,33.0,4.23,1.02,1469.0,2.32,37.36,-121.99,3.2048
18487,18487,18639,25.0,5.35,0.9,522.0,2.82,37.0,-121.97,4.8269
11962,11962,12057,7.0,4.09,1.09,2695.0,3.07,33.88,-117.59,2.4387
15872,15872,16004,52.0,7.17,1.11,695.0,2.69,37.75,-122.46,6.5372
5065,5065,5100,52.0,5.66,0.96,819.0,2.84,33.97,-118.31,3.725
10731,10731,10814,27.0,5.62,1.09,1082.0,2.44,33.63,-117.95,5.8777
20370,20370,20550,23.0,5.61,1.03,1061.0,3.39,38.69,-121.79,2.8864
13140,13140,13245,17.0,7.4,1.05,1291.0,3.18,34.12,-117.65,6.2083
8097,8097,8160,37.0,5.07,0.98,572.0,2.36,33.81,-118.13,4.325
9586,9586,9658,18.0,5.12,0.94,104.0,3.25,37.37,-120.67,1.6607
696,696,697,37.0,3.95,1.05,1562.0,2.53,37.69,-122.11,2.6464
11763,11763,11857,22.0,6.01,1.18,597.0,2.69,40.17,-120.94,2.2132
13539,13539,13648,40.0,4.34,1.08,2024.0,2.99,34.07,-117.31,2.1139
11729,11729,11823,22.0,4.74,1.09,1009.0,2.48,38.95,-121.04,2.75
18879,18879,19035,24.0,4.24,1.1,1538.0,2.68,38.36,-121.98,2.1067
5107,5107,5143,37.0,4.05,1.12,1640.0,3.67,33.96,-118.28,1.9348
640,640,641,52.0,6.06,0.96,823.0,2.46,37.73,-122.14,5.0
13465,13465,13574,48.0,6.43,1.15,610.0,2.28,34.14,-117.29,3.125
18696,18696,18849,23.0,5.38,1.18,370.0,2.19,41.41,-122.39,1.7448
5060,5060,5095,44.0,5.34,1.01,1074.0,3.77,33.97,-118.3,2.0673
10227,10227,10304,16.0,6.01,1.02,2624.0,2.81,33.87,-117.78,5.3307
6503,6503,6553,36.0,5.85,0.95,1215.0,2.94,34.17,-118.07,5.5418
1258,1258,1259,25.0,6.19,1.26,888.0,2.72,38.04,-121.63,3.2619
16173,16173,16307,16.0,3.76,1.15,1192.0,2.06,38.01,-121.36,2.3339
14463,14463,14580,35.0,6.21,1.04,442.0,2.55,32.82,-117.19,5.253
6484,6484,6534,32.0,4.76,1.04,1337.0,5.08,34.05,-118.04,2.6579
10548,10548,10628,4.0,5.49,1.07,859.0,2.86,33.71,-117.77,5.5631
11215,11215,11306,11.0,3.99,1.03,1806.0,2.5,33.78,-117.94,3.8056
2561,2561,2575,31.0,5.12,1.1,1259.0,3.0,40.8,-124.13,2.2478
16420,16420,16556,6.0,4.58,1.08,69.0,2.88,37.8,-121.29,3.7292
12049,12049,12145,16.0,5.94,1.23,2711.0,1.9,33.71,-117.21,2.1848
13242,13242,13347,21.0,3.72,1.05,2556.0,5.28,34.04,-117.64,2.4716
14868,14868,14991,38.0,5.13,0.98,1557.0,2.52,32.73,-117.03,3.5861
5547,5547,5592,41.0,4.39,1.05,1658.0,3.64,33.8,-118.26,3.1779
6057,6057,6106,27.0,4.89,1.07,1623.0,3.26,34.11,-117.89,3.6875
18963,18963,19119,39.0,5.91,1.06,1351.0,2.76,38.2,-122.66,4.3056
9199,9199,9266,31.0,5.46,1.11,1933.0,4.46,36.86,-119.98,3.0234
8880,8880,8945,27.0,4.22,1.12,837.0,1.98,34.01,-118.47,3.7727
5779,5779,5825,14.0,4.24,1.07,1924.0,2.26,34.19,-118.3,3.5083
5114,5114,5150,34.0,4.08,1.08,1083.0,4.25,33.96,-118.27,1.6467
697,697,698,42.0,4.76,1.0,768.0,2.49,37.69,-122.11,3.4643
17196,17196,17342,26.0,5.96,0.96,1323.0,3.31,34.85,-120.4,4.8185
10869,10869,10954,37.0,4.49,1.02,2354.0,3.53,33.76,-117.88,3.4345
12543,12543,12644,36.0,4.67,1.05,1226.0,3.14,38.54,-121.46,1.5292
104,104,104,34.0,3.28,1.07,2689.0,1.5,37.81,-122.26,2.8406
7944,7944,8006,36.0,6.09,1.01,416.0,2.65,33.85,-118.1,4.6429
9832,9832,9905,44.0,5.21,1.01,1373.0,2.36,38.31,-122.27,2.9054
12267,12267,12367,8.0,8.59,1.72,2069.0,2.65,33.81,-116.43,3.5223
17981,17981,18133,25.0,6.12,1.03,2338.0,2.65,37.34,-122.03,6.0577
16077,16077,16210,36.0,2.86,0.71,64.0,4.57,37.94,-121.32,2.625
15811,15811,15943,50.0,5.42,1.05,1989.0,3.7,37.72,-122.43,3.6667
1062,1062,1063,7.0,6.55,1.09,747.0,2.82,39.74,-121.87,3.9
15308,15308,15434,13.0,4.11,1.0,1035.0,3.53,33.21,-117.25,2.6339
10816,10816,10900,25.0,3.42,1.08,1426.0,2.68,33.74,-117.84,3.2104
18673,18673,18826,21.0,5.42,1.09,1109.0,2.5,41.81,-122.53,1.7639
1367,1367,1368,51.0,4.23,1.04,608.0,2.04,38.01,-122.13,2.1974
18333,18333,18485,18.0,6.36,1.08,4168.0,3.66,37.0,-121.57,4.5714
410,410,410,52.0,6.75,0.98,819.0,2.44,37.9,-122.28,4.9083
5046,5046,5081,48.0,5.23,1.07,1176.0,3.08,33.98,-118.3,3.0455
9019,9019,9085,5.0,6.01,1.12,3723.0,2.68,34.67,-118.17,4.5659
8189,8189,8252,44.0,3.52,1.11,3184.0,4.74,33.78,-118.17,1.918
15944,15944,16076,52.0,5.85,1.14,1072.0,2.9,37.74,-122.48,4.131
3270,3270,3287,9.0,8.76,1.72,66.0,2.28,39.04,-122.69,2.7639
14923,14923,15046,8.0,7.47,1.02,1421.0,2.95,32.77,-116.9,6.2609
747,747,748,39.0,4.23,0.95,725.0,2.65,37.66,-122.09,2.2222
15280,15280,15405,21.0,5.51,0.99,1194.0,3.83,33.23,-117.24,3.4359
7047,7047,7101,30.0,5.05,1.12,1021.0,3.08,33.9,-117.99,3.5859
12934,12934,13038,21.0,5.26,1.04,2827.0,2.4,38.67,-121.16,3.7796
5414,5414,5456,38.0,3.28,1.04,891.0,2.37,34.0,-118.47,2.7143
549,549,550,52.0,5.27,1.06,637.0,2.14,37.77,-122.26,4.7778
7727,7727,7786,36.0,4.38,0.95,975.0,4.08,33.9,-118.05,3.1897
10203,10203,10279,24.0,5.46,1.06,1050.0,2.64,33.89,-117.82,4.6172
3191,3191,3207,26.0,6.68,1.19,699.0,3.19,36.34,-119.63,3.5536
17662,17662,17811,16.0,3.21,0.94,1103.0,2.66,37.39,-121.87,3.7153
9157,9157,9224,24.0,4.34,0.9,454.0,3.05,36.95,-120.06,2.125
13227,13227,13332,15.0,5.55,1.07,2039.0,3.34,34.04,-117.65,3.9336
1866,1866,1876,19.0,7.6,1.55,585.0,3.11,38.94,-119.96,2.2589
7526,7526,7584,22.0,2.62,0.9,583.0,4.9,33.9,-118.22,1.9423
12083,12083,12179,9.0,5.35,1.07,3665.0,2.84,33.77,-117.24,2.8401
9092,9092,9159,16.0,5.49,1.05,7030.0,2.88,34.44,-118.45,4.6861
6893,6893,6946,38.0,4.96,0.97,1369.0,4.04,33.99,-118.08,3.6196
15269,15269,15394,11.0,8.14,1.66,918.0,1.84,33.23,-117.14,3.1272
9001,9001,9067,27.0,6.81,1.13,2680.0,3.04,34.71,-118.16,4.1719
4506,4506,4537,47.0,3.79,0.99,872.0,3.77,34.03,-118.21,2.2656
20141,20141,20316,17.0,5.0,1.0,6437.0,4.03,34.17,-119.16,4.1279
2987,2987,3002,23.0,5.25,1.04,2717.0,2.93,35.32,-119.01,2.596
7205,7205,7259,36.0,3.96,1.02,1689.0,4.04,34.01,-118.17,2.7799
11371,11371,11462,19.0,5.04,1.04,1776.0,2.35,33.67,-117.99,4.625
299,299,299,38.0,4.98,1.12,987.0,2.79,37.76,-122.17,2.4333
18461,18461,18613,41.0,6.62,1.37,915.0,2.5,37.05,-122.05,4.1679
10422,10422,10501,20.0,4.74,1.09,764.0,2.29,33.47,-117.7,4.1563
4013,4013,4038,23.0,6.17,1.1,4076.0,2.25,34.16,-118.51,5.4609
13784,13784,13896,13.0,5.65,1.28,735.0,2.3,34.15,-116.33,1.5489
18485,18485,18637,21.0,5.91,1.02,1044.0,2.97,37.01,-121.97,4.5682
9094,9094,9161,23.0,5.61,1.02,2082.0,2.8,34.42,-118.49,4.4107
6439,6439,6489,27.0,4.35,0.97,1713.0,3.08,34.1,-118.01,3.8085
5376,5376,5418,39.0,5.31,1.02,1321.0,2.14,34.02,-118.44,6.2917
14894,14894,15017,37.0,6.17,0.93,529.0,2.76,32.78,-117.05,4.7941
6753,6753,6803,40.0,4.33,1.01,1367.0,3.07,34.08,-118.13,2.575
16568,16568,16707,16.0,6.91,1.19,477.0,3.48,35.17,-120.43,3.851
16519,16519,16656,33.0,3.61,0.99,1077.0,2.34,35.27,-120.66,1.6875
11567,11567,11661,34.0,5.43,0.96,2227.0,3.47,33.81,-118.02,5.1155
10372,10372,10449,24.0,6.58,1.33,1409.0,2.59,33.46,-117.67,4.6518
18871,18871,19027,16.0,7.4,1.08,1043.0,3.08,38.38,-122.0,6.0704
8517,8517,8581,31.0,4.88,1.12,236.0,1.64,33.89,-118.41,5.0497
18328,18328,18480,17.0,6.55,1.02,3439.0,3.35,37.08,-121.56,6.4313
13899,13899,14013,39.0,4.54,1.07,1200.0,1.74,32.74,-117.18,2.5288
1516,1516,1518,26.0,5.66,1.08,1629.0,2.38,37.92,-122.07,4.4312
446,446,447,52.0,4.7,1.02,811.0,2.0,37.88,-122.28,3.006
16454,16454,16590,25.0,4.3,1.09,370.0,3.49,37.74,-121.44,3.1319
4945,4945,4979,52.0,4.87,1.09,898.0,3.31,34.0,-118.29,2.7727
656,656,657,43.0,5.6,1.02,1333.0,2.45,37.7,-122.13,3.4583
13336,13336,13445,21.0,5.52,1.02,2292.0,3.65,34.07,-117.45,3.3553
10003,10003,10077,29.0,19.86,4.74,337.0,3.37,39.34,-120.35,4.0278
5885,5885,5931,26.0,7.3,1.02,3460.0,3.06,34.14,-117.83,6.5253
17346,17346,17492,22.0,6.02,1.04,1066.0,2.51,34.43,-119.77,5.1271
13861,13861,13974,14.0,10.53,2.26,1064.0,2.83,34.29,-116.76,2.8214
15936,15936,16068,48.0,5.75,1.11,1041.0,2.75,37.75,-122.49,3.7361
3164,3164,3180,14.0,4.78,1.08,737.0,2.74,36.31,-119.78,3.1667
4213,4213,4242,38.0,3.52,1.11,1939.0,1.95,34.11,-118.33,2.2148
5593,5593,5638,6.0,4.97,1.04,2678.0,2.18,33.76,-118.3,5.1269
6384,6384,6434,32.0,4.21,1.14,826.0,1.76,34.11,-118.01,2.5114
13045,13045,13149,21.0,5.48,1.05,1753.0,3.89,36.89,-121.37,4.025
10345,10345,10422,29.0,5.67,1.01,922.0,2.38,33.41,-117.6,4.5476
1411,1411,1413,43.0,5.64,0.91,683.0,2.65,37.94,-122.07,4.475
9457,9457,9528,38.0,4.45,0.95,196.0,3.27,39.12,-123.19,2.3125
15598,15598,15727,48.0,4.94,0.95,464.0,2.26,37.78,-122.45,3.2011
8934,8934,9000,49.0,6.87,1.04,1018.0,2.84,34.0,-118.34,4.0
9182,9182,9249,13.0,5.58,0.98,1458.0,2.43,36.97,-120.08,3.8257
11909,11909,12003,7.0,5.27,1.18,2369.0,3.29,33.9,-117.57,3.5525
7855,7855,7917,28.0,5.59,1.02,1613.0,3.76,33.87,-118.07,3.6339
9720,9720,9793,22.0,4.8,1.0,886.0,2.43,36.54,-121.82,5.5469
16350,16350,16486,19.0,6.51,1.1,1544.0,3.02,38.14,-121.05,2.9875
3252,3252,3268,24.0,5.98,1.12,146.0,2.56,39.08,-122.92,4.0
16998,16998,17142,43.0,5.35,1.14,817.0,2.12,37.45,-122.18,4.4688
9639,9639,9712,19.0,4.98,1.05,4259.0,2.26,36.66,-121.67,3.6875
4972,4972,5007,46.0,5.96,0.97,968.0,2.6,34.02,-118.33,4.26
12715,12715,12816,6.0,4.59,0.95,276.0,1.83,38.63,-121.5,3.1944
15405,15405,15531,7.0,6.15,1.02,1564.0,3.42,33.15,-117.12,4.4655
2317,2317,2330,16.0,4.22,0.98,1054.0,1.69,36.82,-119.72,1.9483
19308,19308,19471,13.0,4.44,0.95,682.0,2.48,37.67,-120.98,3.65
19314,19314,19477,31.0,5.61,1.0,792.0,2.69,37.67,-120.97,2.4
133,133,133,34.0,6.61,1.03,1627.0,2.12,37.83,-122.21,6.8976
190,190,190,52.0,4.01,1.07,647.0,3.85,37.79,-122.24,3.375
8010,8010,8072,52.0,5.2,1.02,1152.0,2.36,33.82,-118.17,4.1354
12853,12853,12955,18.0,5.77,1.05,3339.0,2.63,38.7,-121.3,3.235
13120,13120,13225,20.0,4.72,1.05,3690.0,2.73,34.03,-117.69,3.4184
1155,1155,1156,17.0,6.76,1.05,553.0,2.4,39.49,-121.47,3.2174
6619,6619,6669,52.0,7.11,1.03,1229.0,2.77,34.16,-118.11,5.4223
358,358,358,27.0,6.28,1.03,1297.0,3.65,37.77,-122.14,4.8304
4353,4353,4382,36.0,4.45,1.06,2652.0,3.37,34.09,-118.26,3.8448
9440,9440,9511,36.0,5.74,1.06,504.0,2.48,39.15,-123.22,3.5938
2504,2504,2518,20.0,5.6,1.12,668.0,2.67,39.74,-122.13,2.2569
3753,3753,3775,14.0,4.44,1.15,372.0,2.86,34.16,-118.41,4.1875
11255,11255,11346,29.0,5.48,0.95,1849.0,3.93,33.77,-117.89,4.4732
17632,17632,17781,31.0,4.56,1.06,2677.0,3.36,37.38,-121.83,3.2222
2425,2425,2438,17.0,5.82,0.99,1330.0,3.38,36.59,-119.62,4.0197
3687,3687,3708,41.0,3.5,1.04,2751.0,3.29,34.19,-118.37,2.1
14422,14422,14538,16.0,6.31,1.02,1515.0,3.52,32.93,-117.15,5.1433
16892,16892,17034,24.0,4.55,1.01,842.0,1.66,37.5,-122.26,3.6111
340,340,340,46.0,4.83,1.12,621.0,3.18,37.75,-122.18,1.325
10739,10739,10822,24.0,3.25,1.08,814.0,1.77,33.65,-117.91,2.1074
19030,19030,19187,26.0,6.44,1.05,906.0,2.8,38.45,-122.66,4.4375
19164,19164,19322,33.0,5.03,1.25,759.0,2.44,38.51,-123.0,2.6726
1477,1477,1479,20.0,3.84,1.16,578.0,1.94,37.96,-122.04,2.2411
3537,3537,3557,23.0,7.88,0.96,1208.0,3.2,34.24,-118.56,8.1714
1701,1701,1709,36.0,5.96,1.03,573.0,2.4,37.95,-122.32,4.35
4617,4617,4649,14.0,2.75,1.14,1639.0,2.89,34.06,-118.31,1.9949
9534,9534,9606,40.0,4.98,1.04,2102.0,2.83,37.3,-120.47,2.1838
16375,16375,16511,22.0,6.21,1.07,1292.0,3.3,37.76,-121.25,3.4009
4470,4470,4500,28.0,2.75,1.03,1485.0,4.3,34.05,-118.21,1.9271
273,273,273,45.0,5.4,1.02,869.0,2.66,37.78,-122.2,4.5893
1764,1764,1774,44.0,4.41,1.02,936.0,2.15,37.94,-122.34,2.7391
19745,19745,19918,14.0,6.14,0.95,1523.0,3.1,36.3,-119.3,5.3602
3329,3329,3347,17.0,5.58,1.15,511.0,2.92,40.85,-121.07,3.6641
17370,17370,17516,44.0,5.71,0.95,846.0,2.26,37.33,-121.93,5.4273
7658,7658,7717,34.0,3.76,0.99,373.0,2.68,33.94,-118.13,3.5481
7516,7516,7574,45.0,4.64,0.9,1128.0,4.32,33.89,-118.21,3.4792
10566,10566,10646,33.0,3.53,1.14,167.0,2.39,33.6,-117.77,3.7059
18617,18617,18770,25.0,4.73,1.01,1536.0,2.8,40.45,-122.31,2.0221
20134,20134,20309,22.0,4.81,1.0,1431.0,4.27,34.17,-119.15,4.8125
13752,13752,13864,11.0,4.79,1.11,2756.0,2.22,34.41,-117.29,1.5758
5951,5951,5997,33.0,5.25,1.03,1251.0,4.87,34.08,-117.73,2.9063
5350,5350,5392,43.0,5.52,1.06,514.0,3.19,34.04,-118.37,3.1827
17980,17980,18132,28.0,6.07,0.97,1190.0,2.9,37.34,-122.02,5.7881
14258,14258,14374,38.0,6.5,1.03,633.0,2.24,32.73,-117.25,4.9125
10605,10605,10686,16.0,5.55,0.99,2103.0,2.82,33.62,-117.74,5.6877
2158,2158,2169,7.0,4.97,1.08,1014.0,2.61,36.79,-119.87,3.0938
16522,16522,16660,24.0,6.92,1.03,1490.0,2.94,35.31,-120.7,4.6719
11028,11028,11118,17.0,6.0,1.03,1224.0,3.07,33.84,-117.87,5.1182
5495,5495,5537,20.0,7.48,1.06,704.0,2.77,33.96,-118.43,8.7819
386,386,386,52.0,5.61,0.92,594.0,2.08,37.9,-122.29,5.338
670,670,671,36.0,4.88,0.92,568.0,2.52,37.7,-122.16,2.9917
2252,2252,2265,36.0,4.97,0.98,761.0,2.39,36.78,-119.82,2.6055
8613,8613,8677,34.0,5.41,1.02,947.0,2.84,33.88,-118.32,5.5538
15612,15612,15742,52.0,2.75,1.03,895.0,1.96,37.78,-122.42,2.1516
17303,17303,17449,15.0,6.5,1.15,827.0,2.46,34.74,-120.46,5.3765
7108,7108,7162,38.0,4.05,1.07,402.0,4.23,34.04,-118.17,1.625
3542,3542,3562,23.0,6.74,1.06,2119.0,2.92,34.25,-118.58,5.521
19266,19266,19427,52.0,3.09,0.7,35.0,1.06,37.71,-121.0,2.25
10347,10347,10424,5.0,6.65,1.13,1571.0,2.94,33.45,-117.63,5.3705
7094,7094,7148,42.0,4.51,0.96,1470.0,3.01,34.03,-118.13,2.8385
4318,4318,4347,33.0,4.99,1.12,2701.0,1.8,34.11,-118.35,4.1717
3112,3112,3128,5.0,5.72,1.09,2504.0,2.96,35.13,-117.98,3.5391
5822,5822,5868,46.0,5.53,1.0,1277.0,2.61,34.18,-118.35,4.282
17039,17039,17184,21.0,4.67,1.19,801.0,3.09,37.5,-122.49,4.5625
8769,8769,8834,22.0,3.63,1.07,1766.0,1.51,34.09,-118.37,3.1517
14783,14783,14902,23.0,3.9,0.87,1267.0,3.03,32.61,-117.06,2.5625
11172,11172,11262,29.0,4.81,1.09,1589.0,3.1,33.79,-117.99,3.1801
17345,17345,17491,31.0,2.65,1.15,699.0,2.32,34.43,-119.83,2.1417
13194,13194,13299,33.0,4.18,0.96,1369.0,2.88,34.08,-117.64,2.4464
6202,6202,6251,32.0,4.65,0.91,1326.0,4.09,34.04,-117.97,4.119
9761,9761,9834,41.0,5.73,1.08,428.0,2.34,36.63,-121.93,4.3571
17280,17280,17426,14.0,3.95,1.0,533.0,2.38,34.65,-120.46,2.5966
1930,1930,1940,11.0,6.16,1.15,1062.0,2.79,38.66,-120.96,3.9036
19525,19525,19696,5.0,4.74,1.03,1245.0,2.55,39.11,-121.62,3.2465
14404,14404,14520,14.0,4.28,1.01,2165.0,3.07,32.91,-117.14,3.7837
11300,11300,11391,18.0,5.71,1.09,1439.0,2.92,33.74,-117.97,3.599
6584,6584,6634,52.0,6.33,0.96,696.0,2.8,34.16,-118.16,6.07
20173,20173,20348,39.0,4.33,1.09,113.0,3.42,34.19,-119.05,2.8942
10935,10935,11022,23.0,5.44,1.07,1226.0,2.4,33.83,-117.83,3.6707
10534,10534,10613,5.0,5.5,1.09,1179.0,2.46,33.67,-117.8,5.7759
13179,13179,13284,24.0,4.06,1.07,2204.0,3.41,34.07,-117.68,1.7806
10052,10052,10126,20.0,4.96,1.01,1822.0,2.7,33.94,-117.89,4.7216
5179,5179,5218,40.0,4.17,0.98,1210.0,4.23,33.95,-118.24,1.35
20107,20107,20282,36.0,4.26,1.02,4818.0,4.54,34.19,-119.18,2.8561
242,242,242,52.0,4.31,0.91,792.0,3.23,37.78,-122.21,2.6583
4407,4407,4437,39.0,4.22,1.14,1668.0,4.41,34.09,-118.2,2.5343
6282,6282,6332,24.0,6.59,0.96,610.0,3.3,33.99,-117.95,6.7978
15396,15396,15522,27.0,5.33,0.94,2447.0,3.41,33.14,-117.06,3.8185
15053,15053,15176,10.0,5.67,1.11,818.0,2.02,33.03,-117.08,4.3424
14360,14360,14476,26.0,6.23,0.93,654.0,3.01,32.86,-117.21,5.3693
18100,18100,18252,36.0,5.08,1.0,794.0,2.17,37.39,-122.1,5.0871
11538,11538,11632,20.0,5.64,0.98,1275.0,2.7,33.82,-118.03,6.0162
15179,15179,15303,24.0,5.57,1.2,812.0,2.21,33.17,-117.36,2.3182
19622,19622,19794,17.0,6.1,1.63,301.0,2.39,40.61,-123.41,1.7875
18737,18737,18890,49.0,6.33,1.01,1006.0,2.34,38.12,-122.23,4.2308
14847,14847,14969,34.0,5.9,0.95,973.0,2.73,32.75,-117.01,4.3088
7199,7199,7253,36.0,3.25,0.97,834.0,3.86,34.01,-118.14,2.25
10666,10666,10748,16.0,6.47,1.02,1209.0,2.16,33.64,-117.88,8.5574
3904,3904,3928,36.0,5.09,0.89,475.0,2.47,34.19,-118.55,4.675
4474,4474,4504,40.0,3.96,1.16,1085.0,3.97,34.05,-118.2,1.7054
15862,15862,15994,48.0,5.38,1.0,1179.0,2.57,37.76,-122.47,4.4946
1959,1959,1970,10.0,6.85,1.25,2597.0,2.82,38.71,-120.62,4.0197
12404,12404,12504,45.0,5.53,1.06,873.0,1.99,38.56,-121.44,3.7167
4738,4738,4772,42.0,4.99,1.07,987.0,2.93,34.04,-118.34,2.6
13026,13026,13130,4.0,6.43,1.12,3077.0,3.23,38.26,-121.32,4.1179
5575,5575,5620,32.0,2.23,1.05,511.0,3.84,33.78,-118.25,1.4444
7603,7603,7662,44.0,5.01,1.13,1115.0,3.11,33.83,-118.22,3.9091
19809,19809,19982,22.0,4.15,0.98,2165.0,2.93,36.21,-119.34,1.4792
13718,13718,13829,10.0,6.69,1.12,1283.0,2.77,34.53,-117.26,3.071
3444,3444,3464,32.0,5.79,1.14,2291.0,5.47,34.3,-118.46,4.0337
115,115,115,52.0,4.4,0.99,534.0,1.84,37.83,-122.25,3.1429
16243,16243,16379,16.0,4.23,0.97,3343.0,5.2,38.02,-121.3,2.5473
4637,4637,4670,18.0,2.34,1.08,5229.0,3.41,34.05,-118.29,1.847
10381,10381,10458,6.0,9.41,1.08,572.0,3.29,33.48,-117.65,13.0502
5504,5504,5546,44.0,6.13,0.98,1221.0,2.65,33.97,-118.4,5.9544
2112,2112,2123,28.0,5.13,1.01,1392.0,2.67,36.76,-119.71,2.3108
14794,14794,14913,20.0,5.63,1.02,5094.0,3.56,32.6,-117.04,4.2241
15257,15257,15381,16.0,5.85,1.07,1301.0,2.51,33.41,-117.19,4.0882
11715,11715,11809,42.0,3.66,1.04,706.0,6.3,38.94,-121.1,1.0179
1222,1222,1223,17.0,5.26,1.08,1387.0,2.46,38.19,-120.67,2.0417
18124,18124,18276,35.0,6.7,1.05,512.0,2.93,37.34,-122.07,7.3561
3859,3859,3882,35.0,5.64,0.98,959.0,4.24,34.22,-118.52,5.0282
5634,5634,5679,40.0,3.95,1.13,780.0,1.88,33.71,-118.29,3.1071
14903,14903,15026,34.0,5.08,1.1,1592.0,2.43,32.77,-117.01,2.6678
6389,6389,6439,39.0,5.76,1.07,718.0,2.75,34.11,-118.02,4.625
15500,15500,15628,52.0,4.16,1.13,920.0,1.83,37.8,-122.4,4.2015
13959,13959,14073,28.0,3.78,1.06,1339.0,2.35,32.76,-117.12,1.9152
15048,15048,15171,17.0,6.13,1.42,715.0,1.53,33.02,-117.07,2.6048
11135,11135,11225,34.0,6.32,1.0,664.0,3.25,33.81,-117.94,5.8461
12899,12899,13002,8.0,5.3,1.12,447.0,2.07,38.66,-121.26,4.0781
5308,5308,5350,26.0,5.56,1.15,1518.0,1.89,34.05,-118.4,5.0762
7969,7969,8031,46.0,6.52,1.15,944.0,2.52,33.84,-118.13,4.2841
16539,16539,16678,16.0,4.33,1.14,975.0,1.58,35.13,-120.63,1.7878
15175,15175,15298,10.0,3.75,1.15,902.0,2.01,33.16,-117.35,3.7891
10432,10432,10511,17.0,6.29,0.97,2396.0,2.99,33.53,-117.69,6.0868
19141,19141,19299,16.0,6.03,1.04,793.0,2.83,38.39,-122.84,4.4357
18623,18623,18776,14.0,5.13,1.03,1324.0,2.58,40.46,-122.27,2.2768
3325,3325,3343,20.0,5.53,1.31,231.0,2.41,38.71,-122.64,2.625
470,470,471,52.0,4.79,1.06,788.0,2.28,37.86,-122.28,2.8214
5565,5565,5610,27.0,3.62,1.06,1723.0,3.73,33.78,-118.26,2.0458
15025,15025,15148,17.0,6.16,1.11,1561.0,2.58,32.87,-116.93,3.6027
15517,15517,15646,52.0,3.1,1.09,2452.0,2.17,37.79,-122.42,2.5013
13132,13132,13237,8.0,8.23,1.05,1271.0,3.59,34.13,-117.69,7.9627
18287,18287,18439,23.0,6.61,1.01,1297.0,3.37,37.24,-121.83,5.9164
18994,18994,19151,14.0,4.64,1.1,493.0,1.47,38.35,-122.7,1.6033
8893,8893,8958,38.0,4.22,1.08,1091.0,1.83,34.02,-118.39,4.1296
4348,4348,4377,48.0,5.34,1.03,589.0,2.06,34.09,-118.27,4.1667
9091,9091,9158,5.0,7.04,1.02,1355.0,6.3,34.5,-118.44,8.1344
12801,12801,12903,22.0,4.74,1.09,875.0,2.33,38.61,-121.34,2.6023
1727,1727,1736,33.0,5.53,0.91,643.0,3.08,37.97,-122.32,4.5
14109,14109,14223,15.0,6.72,1.08,2118.0,2.79,32.67,-117.03,5.3505
7078,7078,7132,20.0,5.42,0.89,1751.0,3.66,34.03,-118.12,5.6112
12701,12701,12802,33.0,3.81,1.11,1000.0,2.39,38.61,-121.44,1.0467
14269,14269,14385,39.0,6.21,0.94,635.0,2.33,32.73,-117.25,4.5938
1352,1352,1353,9.0,4.15,1.03,2041.0,2.52,38.02,-121.95,2.1013
8449,8449,8513,35.0,5.14,1.01,1192.0,2.86,33.89,-118.31,4.1458
18182,18182,18334,37.0,3.59,1.07,1363.0,1.67,37.45,-122.16,4.5987
10017,10017,10091,33.0,4.7,1.02,981.0,2.71,33.93,-117.97,4.5461
565,565,566,49.0,4.93,1.07,1110.0,2.26,37.76,-122.24,3.6719
8111,8111,8174,36.0,5.91,1.05,884.0,2.62,33.79,-118.11,5.587
1948,1948,1959,19.0,6.31,1.1,1865.0,2.67,38.72,-120.78,3.6406
8605,8605,8669,34.0,3.68,1.07,946.0,1.65,33.82,-118.43,4.6048
13108,13108,13212,20.0,6.25,0.99,1054.0,3.38,34.04,-117.71,4.625
