,Unnamed: 0,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedInc,MedHouseVal
9329,9399,48.0,5.62,0.92,641.0,2.32,37.9,-122.56,8.634,4.635
9330,9400,52.0,5.72,0.95,755.0,2.19,37.91,-122.56,7.1924,5.00001
9331,9401,37.0,6.46,0.97,721.0,2.42,37.92,-122.56,8.9248,5.00001
9332,9402,48.0,5.03,1.09,567.0,2.22,37.91,-122.55,3.2794,4.6
9333,9403,25.0,5.9,1.04,1913.0,2.29,37.88,-122.53,6.8742,4.131
9334,9404,30.0,5.88,0.98,1775.0,2.38,37.88,-122.54,6.7809,4.144
9335,9405,20.0,7.17,1.11,658.0,2.6,37.87,-122.53,7.9977,4.0
9336,9406,36.0,5.99,1.08,1064.0,2.37,37.88,-122.53,4.4583,3.086
9337,9407,36.0,7.15,1.15,562.0,2.28,37.9,-122.56,6.7546,4.024
9338,9408,33.0,6.25,1.05,1907.0,2.4,37.89,-122.54,6.1275,4.244
9339,9409,35.0,5.84,0.97,1596.0,2.26,37.89,-122.53,5.9073,4.004
9340,9410,24.0,5.82,1.08,75.0,1.97,37.9,-122.56,5.1292,3.625
9341,9411,21.0,4.25,1.07,1949.0,2.12,37.87,-122.51,2.862,2.584
9342,9412,19.0,3.53,1.09,881.0,1.61,37.85,-122.47,2.9145,1.404
9343,9413,17.0,4.71,1.03,1650.0,1.8,37.87,-122.5,6.3066,3.461
9344,9414,35.0,5.17,1.02,969.0,1.84,37.86,-122.49,6.7669,5.00001
9345,9415,52.0,4.32,1.01,809.0,1.61,37.86,-122.49,4.5398,4.42
9346,9416,52.0,5.84,1.12,1177.0,1.76,37.86,-122.48,6.2113,5.00001
9347,9417,42.0,5.23,1.08,2096.0,1.74,37.85,-122.48,6.4752,5.00001
9348,9418,38.0,7.06,0.85,63.0,1.85,37.85,-122.49,12.2547,5.00001
9349,9419,52.0,3.83,1.09,88.0,1.91,37.88,-122.52,3.8068,2.75
9350,9420,30.0,5.83,1.15,358.0,2.5,37.85,-122.62,6.8198,4.938
9351,9421,38.0,5.77,0.96,628.0,3.06,37.86,-122.53,3.75,4.786
9352,9422,42.0,5.43,1.17,553.0,2.0,37.93,-122.66,4.1792,3.5
9353,9423,21.0,11.38,2.21,599.0,2.4,37.88,-122.71,4.3125,4.958
9354,9424,43.0,6.2,1.17,629.0,2.25,37.91,-122.69,4.3194,2.387
9355,9425,23.0,6.65,1.37,437.0,2.32,37.9,-122.71,3.115,2.426
9356,9426,44.0,7.59,1.48,691.0,2.01,38.1,-122.86,4.3125,2.615
9357,9427,31.0,6.26,1.24,701.0,2.36,38.07,-122.84,3.8269,2.707
9358,9428,28.0,5.86,1.21,628.0,2.87,38.02,-122.93,3.5469,2.0
9359,9429,26.0,6.98,1.18,510.0,2.46,38.07,-122.68,5.6305,4.3
9360,9430,52.0,6.89,1.18,627.0,3.39,38.28,-122.9,2.3482,1.635
9361,9431,20.0,15.02,2.71,308.0,2.33,38.26,-122.96,3.1429,2.409
9362,9432,19.0,4.79,1.09,815.0,2.42,38.08,-122.81,3.4609,2.388
9363,9433,36.0,6.57,1.31,957.0,2.64,38.18,-122.8,3.625,2.531
9364,9434,25.0,5.19,1.2,706.0,2.49,37.53,-120.19,1.7614,0.713
9365,9435,17.0,6.63,1.33,909.0,2.85,37.57,-120.02,2.7188,1.131
9366,9436,14.0,5.65,1.21,1011.0,1.99,37.51,-119.99,1.398,1.038
9367,9437,32.0,4.95,1.19,600.0,2.26,37.47,-119.95,1.5,0.915
9368,9438,12.0,5.68,1.21,1236.0,2.53,37.43,-119.98,2.5551,1.05
9369,9439,16.0,5.89,1.31,762.0,2.69,37.34,-120.07,1.75,0.875
9370,9440,11.0,6.99,1.44,890.0,2.59,37.64,-120.31,3.0,1.208
9371,9441,13.0,5.25,1.53,369.0,2.24,37.69,-120.15,2.875,0.702
9372,9442,17.0,6.84,1.46,990.0,2.41,37.72,-120.02,2.3818,0.881
9373,9443,24.0,5.73,1.4,79.0,2.63,37.67,-119.81,3.8333,0.938
9374,9444,13.0,7.11,1.41,643.0,2.67,37.57,-119.82,2.662,0.924
9375,9445,13.0,6.18,1.23,920.0,2.55,37.49,-119.9,3.0,1.12
9376,9446,17.0,6.1,1.31,1087.0,2.57,37.48,-119.84,2.5,1.042
9377,9447,15.0,6.55,1.22,406.0,2.69,37.5,-119.8,3.1771,1.219
9378,9448,13.0,6.49,1.22,750.0,2.44,37.46,-119.72,2.875,0.96
9379,9449,14.0,5.79,1.17,1153.0,2.43,37.39,-119.85,2.753,1.111
9380,9450,30.0,5.23,1.29,1500.0,3.62,37.75,-119.55,3.5391,0.559
9381,9451,30.0,21.16,4.9,291.0,2.16,37.61,-119.64,2.6838,1.646
9382,9452,23.0,5.63,1.32,281.0,2.6,39.74,-123.15,2.9306,0.7
9383,9453,25.0,5.54,1.17,746.0,2.88,39.81,-123.24,1.7788,0.579
9384,9454,25.0,5.5,1.15,991.0,2.63,39.77,-123.23,1.2281,0.603
9385,9455,18.0,6.16,1.58,863.0,2.49,39.8,-123.47,2.3571,0.792
9386,9456,42.0,5.01,1.26,656.0,2.17,39.88,-123.71,1.4952,0.698
9387,9457,19.0,6.44,1.5,515.0,2.27,39.83,-123.84,1.5278,1.458
9388,9458,15.0,5.54,1.47,887.0,2.67,39.66,-123.58,2.2429,1.0
9389,9459,22.0,4.76,1.01,1122.0,2.52,39.67,-123.5,2.1793,0.715
9390,9460,21.0,5.23,1.05,1908.0,2.97,39.45,-123.64,3.0433,1.407
9391,9461,24.0,5.19,1.06,588.0,2.15,39.5,-123.79,2.325,1.573
9392,9462,28.0,5.42,1.1,1202.0,2.61,39.47,-123.8,2.7857,1.503
9393,9463,32.0,5.56,1.06,380.0,2.68,39.44,-123.73,2.7,1.65
9394,9464,47.0,5.72,1.21,552.0,2.75,39.46,-123.84,2.5192,1.104
9395,9465,35.0,5.75,1.15,698.0,2.33,39.46,-123.8,2.9243,1.316
9396,9466,52.0,4.51,0.99,754.0,2.22,39.44,-123.8,1.9213,0.95
9397,9467,49.0,4.78,1.01,1201.0,2.51,39.44,-123.79,3.5,1.133
9398,9468,33.0,4.8,1.09,1019.0,2.41,39.44,-123.8,1.9208,0.936
9399,9469,36.0,4.65,0.95,761.0,2.66,39.44,-123.79,2.7813,1.058
9400,9470,16.0,4.87,1.02,1177.0,2.84,39.44,-123.79,3.2171,1.162
9401,9471,11.0,4.0,1.12,895.0,1.98,39.42,-123.85,1.7574,1.5
9402,9472,15.0,5.41,1.24,1064.0,2.46,39.5,-123.34,1.8967,0.966
9403,9474,22.0,5.19,1.07,1133.0,2.82,39.42,-123.32,2.3906,0.926
9404,9475,18.0,5.41,1.11,1899.0,2.6,39.37,-123.38,2.6424,1.246
9405,9476,18.0,5.49,1.17,904.0,3.06,39.42,-123.35,2.1625,0.772
9406,9477,32.0,5.8,0.98,1281.0,2.67,39.43,-123.37,3.588,0.96
9407,9478,46.0,5.3,1.1,808.0,2.45,39.41,-123.36,2.9183,0.769
9408,9479,27.0,4.04,1.03,779.0,2.38,39.4,-123.35,1.85,0.718
9409,9480,21.0,3.93,0.92,715.0,2.6,39.4,-123.36,1.5625,0.715
9410,9481,18.0,4.59,1.02,1636.0,2.66,39.39,-123.34,2.3333,0.84
9411,9482,19.0,4.67,1.1,611.0,2.7,39.36,-123.1,1.746,1.05
9412,9483,20.0,5.74,0.86,448.0,3.2,39.33,-123.23,3.9632,1.471
9413,9484,19.0,6.75,1.35,424.0,2.79,39.31,-123.15,2.8833,1.542
9414,9485,20.0,6.38,1.17,1421.0,3.3,39.32,-123.11,3.3431,1.375
9415,9486,25.0,5.73,1.07,1558.0,2.91,39.26,-123.18,3.788,1.342
9416,9487,16.0,5.12,1.02,3148.0,2.89,39.28,-123.22,3.1455,1.429
9417,9488,17.0,5.38,1.26,522.0,2.58,39.25,-123.36,2.5875,1.445
9418,9489,18.0,4.5,1.02,115.0,2.13,39.23,-123.18,2.125,1.75
9419,9490,17.0,4.86,1.07,1560.0,2.41,39.2,-123.21,2.2926,1.493
9420,9491,22.0,5.41,1.02,821.0,2.88,39.21,-123.19,3.5917,1.188
9421,9492,26.0,4.88,1.04,494.0,3.07,39.23,-123.2,2.3583,1.054
9422,9493,16.0,4.94,1.06,830.0,2.97,39.37,-123.75,3.25,1.514
9423,9494,23.0,5.45,1.06,2095.0,2.44,39.39,-123.85,3.184,1.405
9424,9495,17.0,6.1,1.14,773.0,2.38,39.34,-123.81,3.1563,2.77
9425,9496,18.0,5.66,1.21,711.0,2.43,39.32,-123.7,3.1071,2.132
9426,9497,23.0,6.38,1.34,887.0,2.05,39.31,-123.81,3.3654,2.25
9427,9498,20.0,5.82,1.31,1745.0,2.2,39.17,-123.73,2.375,1.588
9428,9499,38.0,8.09,1.68,506.0,2.4,38.93,-123.53,2.5625,1.656
9429,9500,17.0,5.15,1.12,1140.0,2.66,38.9,-123.69,2.1985,0.953
9430,9501,17.0,6.48,1.29,1742.0,2.17,38.8,-123.59,3.1201,1.761
9431,9502,18.0,6.1,1.38,1032.0,2.8,39.17,-123.54,2.2946,1.01
9432,9503,28.0,5.49,1.14,812.0,3.15,38.99,-123.39,3.4063,1.094
9433,9504,35.0,5.39,1.11,857.0,2.98,39.01,-123.36,2.7232,1.154
9434,9505,17.0,4.75,0.99,1501.0,2.57,39.18,-123.21,2.6275,1.421
9435,9506,24.0,5.42,1.06,3002.0,3.03,39.1,-123.34,3.0652,1.311
9436,9507,17.0,6.06,1.1,877.0,2.81,39.07,-123.21,3.7833,1.598
9437,9508,45.0,4.99,0.98,639.0,2.37,39.15,-123.22,3.3667,1.152
9438,9509,32.0,5.52,0.9,499.0,2.4,39.16,-123.22,3.6587,1.546
9439,9510,33.0,5.42,0.97,529.0,2.44,39.13,-123.23,3.8958,1.44
9440,9511,36.0,5.74,1.06,504.0,2.48,39.15,-123.22,3.5938,1.221
9441,9512,52.0,6.01,1.13,617.0,2.71,39.15,-123.21,2.55,1.129
9442,9513,39.0,5.1,0.94,661.0,2.38,39.14,-123.21,3.0,1.146
9443,9514,27.0,6.54,1.14,822.0,3.51,39.13,-123.21,4.0469,1.274
9444,9515,14.0,4.09,1.04,1195.0,2.56,39.16,-123.2,1.7929,0.823
9445,9516,29.0,5.15,1.03,3595.0,3.02,39.16,-123.22,2.631,1.096
9446,9517,27.0,4.4,1.06,592.0,2.63,39.15,-123.2,2.0074,0.962
9447,9518,16.0,5.28,1.01,1232.0,2.52,39.15,-123.19,2.6012,1.256
9448,9519,31.0,4.29,1.08,1367.0,2.18,39.15,-123.21,1.6571,1.089
9449,9520,17.0,4.06,0.99,878.0,2.2,39.14,-123.2,1.8042,1.092
9450,9521,26.0,3.68,1.04,1065.0,2.66,39.13,-123.2,1.375,0.844
9451,9522,15.0,4.33,1.06,1376.0,2.67,39.14,-123.21,1.9032,1.0
9452,9523,32.0,6.08,1.11,454.0,2.41,39.15,-123.1,3.8333,1.161
9453,9524,14.0,7.27,1.06,1030.0,3.34,39.18,-123.17,5.9585,2.149
9454,9525,30.0,5.86,1.02,816.0,2.51,39.15,-123.17,4.425,1.619
9455,9526,33.0,4.36,1.0,1048.0,3.46,39.13,-123.16,1.7813,0.947
9456,9527,31.0,5.16,1.01,327.0,4.04,39.1,-123.16,2.775,1.208
9457,9528,38.0,4.45,0.95,196.0,3.27,39.12,-123.19,2.3125,0.7
9458,9529,22.0,6.04,1.22,1048.0,2.93,38.94,-123.15,2.7171,0.958
9459,9530,36.0,4.82,0.98,697.0,2.78,38.97,-123.1,2.5761,0.949
9460,9531,22.0,6.78,1.25,1432.0,3.59,37.51,-120.46,2.9,0.831
9461,9532,33.0,5.22,1.15,658.0,3.34,37.47,-120.68,2.3043,0.663
9462,9533,27.0,6.56,1.21,1252.0,3.58,37.44,-120.75,3.6182,1.232
9463,9534,18.0,4.87,0.97,1333.0,3.24,37.44,-120.76,2.7562,0.905
9464,9535,27.0,3.94,0.93,888.0,3.68,37.42,-120.77,2.3333,0.728
9465,9536,17.0,5.05,1.03,1764.0,3.51,37.43,-120.79,2.8519,0.807
9466,9537,35.0,5.19,0.99,1730.0,3.69,37.41,-120.79,2.2071,0.859
9467,9538,11.0,4.52,1.04,1476.0,4.51,37.39,-120.71,3.2721,0.738
9468,9539,40.0,3.89,0.91,785.0,4.49,37.39,-120.71,2.6058,0.727
9469,9540,46.0,5.85,0.88,496.0,3.37,37.4,-120.69,3.5167,1.375
9470,9541,30.0,5.58,1.1,1409.0,3.29,37.33,-120.74,2.1484,0.813
9471,9542,32.0,5.79,1.11,1037.0,3.63,37.37,-120.75,2.4964,0.888
9472,9543,37.0,3.71,1.0,827.0,4.7,37.38,-120.73,1.9236,0.644
9473,9544,22.0,3.86,0.94,1455.0,4.28,37.38,-120.72,2.2813,0.673
9474,9545,23.0,5.48,1.1,1052.0,3.97,37.38,-120.73,2.8698,0.729
9475,9546,14.0,5.18,1.13,1756.0,4.6,37.38,-120.71,2.6923,0.714
9476,9547,7.0,5.49,1.05,1374.0,2.72,37.4,-120.84,2.6214,1.038
9477,9548,17.0,5.69,1.03,1904.0,3.09,37.4,-120.86,3.1111,1.139
9478,9549,32.0,5.98,1.08,1580.0,3.26,37.43,-120.84,3.7784,1.645
9479,9550,32.0,5.29,0.94,774.0,3.49,37.4,-120.94,3.0,1.094
9480,9551,24.0,5.86,1.0,684.0,3.1,37.37,-120.88,2.6908,1.031
9481,9552,27.0,6.02,1.08,1518.0,3.4,37.33,-120.89,2.0417,0.942
9482,9553,21.0,5.09,1.03,2268.0,3.66,37.38,-120.64,2.567,0.704
9483,9554,19.0,5.19,1.03,1469.0,3.38,37.38,-120.64,2.5129,0.846
9484,9555,25.0,6.51,1.17,810.0,3.05,37.33,-120.65,4.1058,1.076
9485,9556,16.0,4.64,1.1,3589.0,3.53,37.39,-120.59,2.1061,0.728
9486,9557,27.0,4.35,0.93,1462.0,3.05,37.41,-120.63,2.6439,0.691
9487,9558,39.0,5.56,1.02,1268.0,3.15,37.43,-120.57,2.6758,0.746
9488,9559,10.0,6.31,1.02,1368.0,2.81,37.37,-120.6,4.6667,1.301
9489,9560,27.0,5.53,1.06,1307.0,2.87,37.36,-120.6,3.0911,0.869
9490,9561,16.0,5.65,0.99,866.0,3.05,37.36,-120.63,4.0694,1.102
9491,9562,18.0,4.6,1.07,572.0,3.01,37.35,-120.62,1.6833,0.71
9492,9563,15.0,5.24,1.11,2014.0,3.06,37.36,-120.62,3.2656,0.835
9493,9564,8.0,6.0,0.98,1530.0,3.52,37.37,-120.62,3.968,1.021
9494,9565,11.0,4.14,1.03,2814.0,2.95,37.36,-120.59,2.0179,0.873
9495,9566,34.0,5.47,1.0,904.0,2.87,37.35,-120.6,2.4653,0.661
9496,9567,34.0,4.94,1.04,1009.0,2.62,37.35,-120.61,2.2222,0.75
9497,9568,20.0,4.21,1.08,1000.0,2.89,37.35,-120.62,1.4615,0.692
9498,9569,18.0,6.22,1.03,2497.0,3.1,37.32,-120.61,4.25,1.463
9499,9570,34.0,4.41,1.04,1304.0,3.14,37.34,-120.6,2.1182,0.689
9500,9571,16.0,4.83,1.11,380.0,2.88,37.36,-120.61,1.9135,0.875
9501,9572,18.0,4.57,1.14,520.0,3.38,37.35,-120.57,3.003,1.013
9502,9573,19.0,5.48,0.96,2441.0,3.45,37.35,-120.6,3.2955,0.886
9503,9574,15.0,5.46,1.03,1569.0,2.64,37.35,-120.59,3.5393,0.88
9504,9575,33.0,5.12,1.03,2603.0,3.74,37.36,-120.58,2.2179,0.675
9505,9576,16.0,5.69,1.11,1361.0,3.46,37.2,-120.64,2.0066,1.25
9506,9577,21.0,6.88,1.12,590.0,2.88,37.32,-120.55,3.3194,1.414
9507,9578,28.0,5.71,1.1,1283.0,3.39,37.26,-120.49,1.8939,0.83
9508,9579,18.0,5.23,1.02,5303.0,3.23,37.37,-120.5,2.4012,0.797
9509,9580,21.0,5.4,1.09,1052.0,3.37,37.16,-120.41,2.0809,0.958
9510,9581,13.0,4.53,1.02,1108.0,2.38,37.32,-120.51,2.3099,0.896
9511,9582,10.0,5.31,1.06,620.0,2.58,37.32,-120.49,3.0263,1.183
9512,9583,13.0,5.28,1.05,1158.0,3.16,37.32,-120.5,2.75,0.832
9513,9584,13.0,4.23,1.13,2149.0,2.62,37.32,-120.49,1.9528,0.853
9514,9585,13.0,4.62,1.14,1737.0,2.2,37.32,-120.48,2.1418,1.306
9515,9586,15.0,3.85,0.96,2024.0,1.97,37.32,-120.47,2.558,1.216
9516,9587,16.0,5.68,1.05,956.0,4.37,37.34,-120.5,3.4559,1.08
9517,9588,8.0,6.23,1.03,2821.0,2.86,37.34,-120.48,4.67,1.276
9518,9589,9.0,5.86,1.02,1227.0,2.45,37.34,-120.47,3.6742,1.172
9519,9590,16.0,6.46,0.98,566.0,3.13,37.32,-120.43,5.2522,1.253
9520,9591,21.0,6.69,1.03,618.0,3.14,37.32,-120.45,4.8214,1.178
9521,9592,19.0,6.48,0.96,1631.0,3.37,37.32,-120.45,3.6471,1.014
9522,9593,4.0,7.21,1.06,368.0,3.38,37.33,-120.46,6.3215,1.382
9523,9594,17.0,5.54,1.06,2950.0,2.67,37.33,-120.46,3.2852,0.988
9524,9595,16.0,5.87,0.93,1770.0,3.08,37.31,-120.44,5.2662,1.262
9525,9597,26.0,5.61,1.01,1524.0,2.7,37.31,-120.46,3.48,0.953
9526,9598,42.0,4.62,1.0,1684.0,3.3,37.31,-120.48,2.355,0.756
9527,9599,36.0,4.79,0.96,1048.0,2.32,37.31,-120.5,2.6797,0.818
9528,9600,45.0,4.51,1.03,1405.0,3.45,37.31,-120.49,2.0521,0.724
9529,9601,49.0,4.3,1.06,1956.0,2.88,37.3,-120.48,1.5427,0.885
9530,9602,39.0,3.24,1.14,875.0,2.8,37.3,-120.48,1.5,0.67
9531,9603,50.0,3.94,1.24,621.0,2.48,37.3,-120.49,1.3125,0.609
9532,9604,21.0,5.33,1.03,3967.0,3.06,37.31,-120.44,3.0515,0.952
9533,9605,35.0,5.74,1.06,953.0,2.68,37.31,-120.46,2.7344,0.878
9534,9606,40.0,4.98,1.04,2102.0,2.83,37.3,-120.47,2.1838,0.75
9535,9607,36.0,4.69,1.04,2151.0,3.02,37.3,-120.46,2.3095,0.683
9536,9608,20.0,4.88,1.03,4205.0,4.17,37.29,-120.51,1.7679,0.798
9537,9609,29.0,3.66,1.06,1697.0,3.96,37.3,-120.5,1.76,0.632
9538,9610,35.0,3.83,0.94,1350.0,3.94,37.3,-120.49,1.75,0.576
9539,9611,17.0,4.15,1.02,2487.0,4.27,37.29,-120.49,1.0955,0.627
9540,9612,16.0,3.34,0.99,1277.0,5.7,37.29,-120.47,1.2054,0.609
9541,9613,17.0,3.41,1.04,3200.0,4.82,37.29,-120.48,1.5635,0.604
9542,9614,19.0,5.01,1.03,1227.0,3.97,37.28,-120.47,1.7756,0.733
9543,9615,11.0,4.61,1.02,1708.0,4.58,37.28,-120.49,1.9535,0.571
9544,9616,12.0,4.87,1.02,1658.0,2.83,37.28,-120.44,2.3929,0.811
9545,9617,18.0,4.79,1.02,576.0,2.19,37.29,-120.44,1.7222,1.015
9546,9618,30.0,5.04,1.08,1940.0,3.29,37.29,-120.46,2.3594,0.723
9547,9619,15.0,7.57,0.95,673.0,3.16,37.35,-120.43,5.9378,2.122
9548,9620,28.0,5.45,1.14,967.0,3.76,37.3,-120.4,1.5917,0.894
9549,9621,33.0,5.67,1.06,556.0,3.18,37.34,-120.3,2.4286,1.036
9550,9622,38.0,5.14,1.16,478.0,4.27,37.29,-120.32,2.3382,0.596
9551,9623,40.0,4.52,1.0,1283.0,3.76,37.29,-120.31,1.6929,0.559
9552,9624,36.0,5.54,1.18,732.0,4.18,37.29,-120.31,1.5938,0.576
9553,9625,9.0,3.66,0.99,810.0,4.26,37.29,-120.32,1.6172,0.563
9554,9626,34.0,4.99,0.99,1110.0,3.34,37.23,-120.25,2.1845,0.599
9555,9627,31.0,6.95,1.32,1313.0,3.73,37.21,-120.24,3.3929,0.938
9556,9628,17.0,7.29,1.92,416.0,5.01,37.31,-120.35,2.0,0.875
9557,9629,31.0,5.51,0.98,806.0,2.31,37.25,-121.0,3.1738,0.976
9558,9630,45.0,4.94,1.05,847.0,2.39,37.26,-121.0,1.7062,0.774
9559,9631,21.0,5.19,1.04,1002.0,2.69,37.25,-121.0,2.6087,0.962
9560,9632,16.0,5.23,1.08,1135.0,2.68,37.25,-121.01,2.7316,0.975
9561,9633,30.0,5.5,1.07,1491.0,3.15,37.18,-121.06,3.0909,1.234
9562,9634,25.0,10.79,2.22,994.0,3.25,37.21,-120.89,3.2262,0.972
9563,9635,17.0,4.58,1.11,560.0,2.3,37.09,-121.02,2.0216,1.125
9564,9636,33.0,5.67,1.15,880.0,3.24,36.94,-121.02,2.5074,1.177
9565,9637,28.0,6.33,1.42,1057.0,3.96,37.01,-120.77,3.125,1.563
9566,9638,43.0,5.39,1.07,801.0,3.87,37.09,-120.95,2.875,0.972
9567,9639,3.0,7.46,1.33,1588.0,3.46,37.08,-120.85,4.1779,1.478
9568,9640,16.0,5.28,1.06,1642.0,4.83,37.07,-120.85,2.5363,0.863
9569,9641,24.0,4.97,1.09,882.0,2.88,37.07,-120.84,2.2019,1.0
9570,9642,14.0,4.28,1.08,1096.0,3.11,37.06,-120.84,1.1301,0.785
9571,9643,31.0,4.15,1.03,1796.0,2.86,37.06,-120.85,1.5479,0.82
9572,9644,26.0,4.92,0.97,1343.0,3.24,37.07,-120.87,3.6331,0.886
9573,9645,29.0,5.64,1.05,2092.0,2.82,37.05,-120.87,2.595,1.042
9574,9646,32.0,6.21,1.03,1198.0,2.57,37.05,-120.85,3.1719,1.406
9575,9647,8.0,7.04,1.03,814.0,2.95,37.05,-120.84,5.3988,1.655
9576,9648,9.0,4.41,0.91,91.0,4.14,37.08,-120.79,2.9063,0.55
9577,9649,16.0,5.12,1.04,1942.0,2.66,37.07,-120.83,2.5598,1.202
9578,9650,15.0,5.43,1.13,775.0,3.04,37.05,-120.82,1.933,1.406
9579,9651,22.0,5.5,1.07,595.0,3.7,37.09,-120.65,2.4398,1.5
9580,9652,34.0,5.17,0.99,1019.0,2.86,37.03,-120.61,1.7841,0.675
9581,9653,32.0,4.1,0.94,222.0,2.85,36.99,-120.7,2.9271,0.875
9582,9654,26.0,4.94,1.01,1548.0,4.28,36.98,-120.65,1.7188,0.495
9583,9655,20.0,4.71,0.97,1581.0,3.13,36.98,-120.63,2.0595,0.613
9584,9656,23.0,5.76,1.1,1168.0,2.85,36.99,-120.64,2.2794,0.757
9585,9657,32.0,4.99,1.03,1344.0,2.73,36.99,-120.62,1.9732,0.694
9586,9658,18.0,5.12,0.94,104.0,3.25,37.37,-120.67,1.6607,0.875
9587,9659,42.0,6.63,1.31,1182.0,2.69,41.78,-121.16,2.1434,0.44
9588,9660,22.0,6.79,1.38,829.0,2.65,41.31,-121.18,2.4519,0.575
9589,9661,21.0,5.8,1.11,660.0,3.51,41.54,-120.87,2.2321,0.346
9590,9662,16.0,7.37,1.46,892.0,2.31,41.35,-120.51,2.5074,0.691
9591,9663,20.0,7.55,1.57,429.0,2.37,41.82,-120.48,2.0227,0.475
9592,9664,34.0,7.61,1.47,434.0,2.44,41.79,-120.08,2.0903,0.561
9593,9665,33.0,7.0,1.28,976.0,2.42,41.4,-120.12,2.6062,0.526
9594,9666,22.0,5.58,1.13,4276.0,2.64,41.61,-120.55,2.0802,0.479
9595,9667,14.0,5.34,1.16,721.0,3.08,38.51,-119.54,2.35,0.957
9596,9668,20.0,7.19,1.59,682.0,2.5,38.53,-119.44,1.5817,0.978
9597,9669,19.0,11.63,2.31,750.0,2.62,38.26,-119.3,2.9509,1.148
9598,9670,15.0,5.83,1.63,419.0,2.46,38.03,-118.98,3.5469,0.825
9599,9671,12.0,14.11,2.86,330.0,2.68,37.8,-119.07,3.5294,1.607
9600,9672,17.0,12.74,2.62,285.0,2.23,37.78,-119.08,2.7656,1.3
9601,9673,15.0,6.34,1.31,899.0,2.59,37.7,-118.45,2.35,1.078
9602,9674,20.0,7.37,1.74,1085.0,2.42,37.58,-118.74,3.7315,1.593
9603,9675,11.0,11.4,2.02,901.0,2.61,37.64,-118.96,4.2381,2.427
9604,9676,14.0,52.85,11.41,265.0,2.37,37.64,-119.02,3.2431,2.214
9605,9677,18.0,8.63,2.0,483.0,2.32,37.65,-118.98,4.5375,1.698
9606,9678,20.0,17.55,4.43,338.0,2.4,37.65,-118.99,5.01,1.955
9607,9679,17.0,8.32,2.0,1160.0,2.56,37.64,-118.98,3.05,1.889
9608,9680,13.0,8.15,2.32,575.0,2.46,37.64,-118.97,3.0685,1.625
9609,9681,14.0,16.67,4.54,342.0,2.5,37.64,-118.97,3.0921,0.875
9610,9682,14.0,18.85,4.48,238.0,2.43,37.64,-118.97,3.6042,1.375
9611,9683,10.0,34.57,7.02,483.0,2.16,37.63,-118.99,3.2917,2.318
9612,9684,17.0,5.08,0.99,2900.0,3.51,36.72,-121.64,4.1742,1.599
9613,9685,19.0,5.34,1.08,3251.0,3.46,36.71,-121.63,3.9818,1.529
9614,9686,24.0,6.48,1.09,2200.0,3.4,36.71,-121.62,4.3451,1.778
9615,9687,30.0,5.41,1.02,838.0,3.39,36.74,-121.62,5.0374,1.654
9616,9688,32.0,5.73,1.03,2927.0,4.11,36.7,-121.64,4.1675,1.425
9617,9689,29.0,4.79,1.02,2773.0,2.68,36.7,-121.65,3.0827,1.481
9618,9691,33.0,5.07,0.98,2010.0,3.14,36.7,-121.66,3.4222,1.581
9619,9692,21.0,4.11,1.05,4907.0,2.56,36.69,-121.65,2.7367,1.603
9620,9693,16.0,4.2,1.02,6012.0,3.84,36.68,-121.64,2.3463,1.561
9621,9694,24.0,3.69,1.05,3243.0,4.62,36.68,-121.63,2.1766,1.085
9622,9695,37.0,4.0,1.06,3456.0,4.39,36.68,-121.61,2.8542,1.276
9623,9696,43.0,4.2,0.98,2448.0,4.06,36.68,-121.62,2.4884,1.305
9624,9697,19.0,3.92,1.04,11272.0,4.46,36.69,-121.61,2.0244,1.185
9625,9698,39.0,4.11,1.04,3130.0,3.95,36.67,-121.61,2.5224,1.192
9626,9699,45.0,4.46,1.0,1507.0,3.68,36.67,-121.62,2.8942,1.29
9627,9700,31.0,4.06,1.04,2220.0,3.34,36.67,-121.62,2.5329,1.352
9628,9701,34.0,4.46,1.01,2443.0,4.39,36.67,-121.63,2.5263,1.304
9629,9702,28.0,4.27,1.1,214.0,3.57,36.67,-121.64,3.0197,1.375
9630,9703,44.0,3.86,1.51,315.0,3.94,36.65,-121.63,1.6071,1.125
9631,9704,24.0,5.93,0.95,1466.0,2.74,36.66,-121.64,5.2285,2.481
9632,9705,30.0,5.01,1.03,1762.0,2.36,36.66,-121.65,3.2355,2.142
9633,9706,42.0,5.32,1.05,2013.0,2.51,36.66,-121.65,3.5288,2.21
9634,9707,52.0,5.36,1.05,1169.0,2.66,36.67,-121.65,2.8924,1.696
9635,9708,28.0,3.6,1.04,1717.0,3.21,36.67,-121.65,1.9385,1.232
9636,9709,10.0,3.64,1.06,508.0,2.02,36.68,-121.66,0.9914,1.475
9637,9710,40.0,5.1,1.05,1444.0,2.56,36.67,-121.66,3.1439,1.923
9638,9711,40.0,4.92,1.02,1275.0,2.51,36.67,-121.66,3.1071,1.931
9639,9712,19.0,4.98,1.05,4259.0,2.26,36.66,-121.67,3.6875,1.897
9640,9713,24.0,5.48,0.97,1477.0,2.64,36.67,-121.67,3.9219,2.225
9641,9714,26.0,5.77,1.02,2780.0,2.79,36.67,-121.68,5.0,2.023
9642,9715,38.0,4.44,1.03,3523.0,2.81,36.68,-121.67,2.8289,1.683
