,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,data_id
10248,24.0,8.31,1.05,820.0,3.4,33.89,-117.86,739.4324896265559
10249,19.0,7.15,1.04,786.0,3.36,33.89,-117.87,705.3789743589743
10250,19.0,5.03,1.02,871.0,2.7,33.88,-117.86,789.7249689440994
10251,17.0,3.16,1.16,769.0,1.69,33.89,-117.87,686.7064035087719
10252,22.0,4.29,1.22,1382.0,2.53,33.89,-117.87,1300.5511355311355
10253,25.0,3.98,0.97,1342.0,2.96,33.88,-117.87,1260.965947136564
10254,24.0,3.75,0.99,1519.0,2.15,33.88,-117.87,1437.1554802259886
10255,28.0,4.62,1.04,2026.0,2.81,33.88,-117.87,1944.8160941828253
10256,28.0,4.64,1.07,1682.0,2.99,33.88,-117.87,1600.99756660746
10257,12.0,6.25,0.98,685.0,2.68,33.87,-117.86,603.68578125
10258,33.0,4.5,1.1,34.0,3.4,33.85,-117.87,-46.62000000000001
10259,18.0,4.63,1.01,209.0,2.94,33.86,-117.85,127.953661971831
10260,22.0,6.33,1.03,1486.0,2.34,33.89,-117.85,1404.380157480315
10261,14.0,7.01,1.0,2138.0,3.15,33.88,-117.85,2057.183392330384
10262,20.0,7.35,1.0,1886.0,3.49,33.88,-117.86,1805.5061367837336
10263,15.0,6.69,1.06,2569.0,3.38,33.87,-117.85,2488.404716732543
10264,20.0,6.19,1.0,1997.0,3.07,33.9,-117.85,1916.122307692308
10265,25.0,5.89,0.97,811.0,3.08,33.9,-117.85,730.133650190114
10266,24.0,6.64,1.05,1912.0,3.22,33.89,-117.84,1831.2742833052275
10267,24.0,6.73,1.02,1616.0,3.27,33.89,-117.85,1535.3112550607286
10268,21.0,4.15,1.06,1203.0,3.29,33.87,-117.88,1122.2768852459017
10269,19.0,5.35,1.07,1149.0,2.76,33.86,-117.87,1067.7453956834534
10270,7.0,3.93,0.95,1367.0,2.02,33.87,-117.87,1285.019202363368
10271,15.0,4.17,1.05,1766.0,3.88,33.87,-117.87,1685.8813186813186
10272,16.0,4.52,1.25,1534.0,5.2,33.87,-117.87,1455.2
10273,19.0,6.71,1.18,891.0,3.76,33.87,-117.86,810.769493670886
10274,18.0,4.01,1.06,2726.0,4.04,33.85,-117.88,2646.0145103857567
10275,28.0,4.5,1.04,2197.0,4.32,33.86,-117.87,2117.3063064833004
10276,22.0,4.44,0.97,971.0,3.9,33.85,-117.88,890.8695983935743
10277,13.0,5.84,1.05,1546.0,2.78,33.89,-117.81,1464.8555834829442
10278,18.0,6.12,0.93,1027.0,3.17,33.88,-117.82,946.2297530864196
10279,24.0,5.46,1.06,1050.0,2.64,33.89,-117.82,968.7148362720404
10280,19.0,6.47,1.1,1430.0,3.12,33.88,-117.81,1349.185468409586
10281,21.0,6.41,1.06,1431.0,2.98,33.89,-117.82,1350.05125
10282,16.0,5.02,1.02,1769.0,2.56,33.86,-117.78,1687.64005788712
10283,16.0,6.91,1.03,1971.0,3.43,33.87,-117.76,1890.5378260869563
10284,23.0,6.81,1.0,1196.0,3.33,33.9,-117.83,1115.4014763231198
10285,24.0,7.87,1.02,707.0,3.23,33.9,-117.84,626.288310502283
10286,25.0,6.55,1.02,840.0,3.17,33.89,-117.83,759.2298113207546
10287,23.0,6.82,1.02,1209.0,3.48,33.88,-117.83,1128.5341498559078
10288,19.0,6.33,0.97,1787.0,3.19,33.89,-117.84,1706.241071428571
10289,18.0,6.7,1.08,1048.0,3.33,33.88,-117.83,967.376984126984
10290,15.0,6.52,1.08,2531.0,3.06,33.88,-117.82,2450.12045949214
10291,5.0,4.9,1.02,3521.0,2.47,33.87,-117.83,3439.514349964863
10292,19.0,8.12,1.01,904.0,3.24,33.88,-117.81,823.3101433691755
10293,19.0,6.4,0.97,2457.0,3.5,33.87,-117.81,2376.56
10294,16.0,4.92,1.06,3107.0,2.57,33.87,-117.8,3025.6398924731184
10295,18.0,5.78,1.26,95.0,4.13,33.86,-117.81,15.180434782608693
10296,14.0,6.03,1.0,1905.0,2.84,33.92,-117.87,1823.8932835820892
10297,13.0,4.72,1.04,1565.0,2.24,33.92,-117.88,1483.2821203438396
10298,11.0,8.01,0.99,1460.0,3.51,33.92,-117.85,1379.5796153846154
10299,17.0,6.21,1.04,2054.0,2.79,33.92,-117.87,1972.83697421981
10300,14.0,7.27,1.05,671.0,2.49,33.93,-117.83,589.5944237918216
10301,16.0,6.37,1.08,2306.0,2.52,33.92,-117.8,2224.642975929978
10302,25.0,8.02,0.98,1278.0,3.29,33.89,-117.8,1197.3753470437018
10303,17.0,6.51,1.03,3822.0,2.9,33.88,-117.79,3740.994255319149
10304,16.0,6.01,1.02,2624.0,2.81,33.87,-117.78,2542.899421841542
10305,16.0,7.69,1.02,871.0,3.72,33.88,-117.78,790.8222222222222
10306,14.0,6.9,1.0,2923.0,3.23,33.9,-117.78,2842.353407079646
10307,25.0,6.93,1.04,524.0,3.2,33.9,-117.82,443.2751219512196
10308,22.0,8.16,1.05,1485.0,3.22,33.9,-117.8,1404.32125813449
10309,4.0,7.31,1.05,16122.0,3.11,33.89,-117.74,16041.256957024474
10310,9.0,6.96,1.09,2090.0,3.01,33.88,-117.76,2009.127194244604
10311,8.0,7.87,1.01,2070.0,3.34,33.88,-117.77,1989.4541033925689
10312,7.0,8.01,1.0,4160.0,3.43,33.89,-117.78,4079.53668863262
10313,23.0,6.94,1.07,1568.0,3.58,33.85,-117.8,1487.629908675799
10314,21.0,6.67,1.04,1350.0,3.46,33.85,-117.82,1269.4915384615383
10315,18.0,5.55,0.94,1189.0,3.65,33.85,-117.82,1108.6772392638036
10316,16.0,6.87,1.05,1558.0,2.58,33.85,-117.8,1476.6294701986756
10317,25.0,8.24,0.94,676.0,3.12,33.84,-117.82,595.1352073732719
10318,17.0,8.97,1.06,1605.0,3.32,33.84,-117.81,1524.3461157024792
10319,9.0,7.39,1.13,4005.0,2.82,33.84,-117.79,3923.872410147992
10320,16.0,7.58,1.01,1665.0,3.34,33.85,-117.78,1584.4066733466934
10321,16.0,6.94,1.04,2146.0,3.39,33.86,-117.78,2065.470205371248
10322,16.0,7.43,1.0,1663.0,3.89,33.87,-117.76,1582.9955140186914
10323,23.0,7.64,1.07,826.0,3.18,33.81,-117.78,745.2069230769231
10324,16.0,8.79,1.07,1373.0,3.04,33.8,-117.77,1292.067610619469
10325,13.0,5.93,1.06,1081.0,3.17,33.79,-117.8,1000.1600879765396
10326,11.0,6.5,1.0,4409.0,2.72,33.8,-117.79,4327.728249075216
10327,13.0,7.58,1.16,2061.0,2.89,33.85,-117.77,1979.966554621849
10328,15.0,8.04,1.09,1448.0,3.09,33.84,-117.76,1367.174017094017
10329,16.0,6.86,0.99,1496.0,2.94,33.84,-117.75,1415.0290962671904
10330,15.0,7.08,1.05,1262.0,2.89,33.83,-117.76,1180.964495412844
10331,5.0,5.91,0.96,1913.0,2.58,33.84,-117.77,1831.651646423752
10332,14.0,8.47,1.02,1400.0,3.23,33.86,-117.76,1319.3332563510392
10333,14.0,8.92,1.08,954.0,3.47,33.83,-117.75,873.549090909091
10334,4.0,9.29,1.41,1753.0,3.01,33.85,-117.74,1672.116861063465
10335,12.0,8.4,1.01,2443.0,3.31,33.82,-117.78,2362.3458186738835
10336,2.0,9.09,1.09,199.0,3.11,33.81,-117.76,118.159375
10337,25.0,5.83,1.0,1666.0,3.51,33.8,-117.81,1585.5047679324894
10338,25.0,5.59,1.09,4528.0,4.26,33.79,-117.81,4448.235639097744
10339,14.0,8.09,0.95,572.0,3.84,33.81,-117.8,491.8489261744966
10340,18.0,7.9,1.06,1506.0,3.35,33.78,-117.8,1425.3341202672607
10341,17.0,5.31,1.03,2442.0,3.13,33.78,-117.8,2361.110769230769
10342,5.0,5.47,1.09,1467.0,2.52,33.8,-117.69,1385.63495697074
10343,16.0,7.49,0.94,789.0,2.92,33.61,-117.66,707.8722222222223
10344,16.0,6.39,1.04,1962.0,3.08,33.62,-117.66,1881.0449056603773
10345,24.0,6.18,1.06,1972.0,3.16,33.61,-117.67,1891.1002564102564
10346,17.0,6.54,0.98,1713.0,3.23,33.61,-117.66,1632.1820754716982
10347,21.0,6.76,0.93,860.0,3.01,33.61,-117.66,778.956993006993
10348,24.0,7.32,1.01,781.0,3.4,33.6,-117.66,700.3356521739131
10349,25.0,7.55,1.05,1648.0,3.32,33.6,-117.66,1567.2625806451613
10350,23.0,6.31,1.01,1695.0,2.98,33.61,-117.67,1613.9189103690685
10351,16.0,4.64,1.06,2701.0,2.4,33.63,-117.68,2619.3508888888887
10352,13.0,6.54,1.03,2897.0,3.25,33.63,-117.68,2816.2014029180696
10353,9.0,4.56,1.04,3086.0,2.44,33.63,-117.67,3004.3995256917
10354,43.0,4.41,1.01,930.0,2.15,33.77,-117.62,848.2978060046189
10355,36.0,6.15,1.07,531.0,2.48,33.72,-117.6,449.601308411215
10356,25.0,6.98,0.99,1517.0,3.35,33.6,-117.67,1436.2787858719648
10357,18.0,6.78,1.05,1918.0,2.86,33.59,-117.66,1836.7884202682565
10358,20.0,7.14,1.01,565.0,3.32,33.6,-117.67,484.2535294117647
10359,16.0,7.9,1.03,1172.0,3.07,33.58,-117.66,1090.9880628272251
10360,18.0,7.72,1.0,692.0,3.31,33.57,-117.67,611.211004784689
10361,16.0,7.79,1.03,1642.0,2.99,33.57,-117.66,1560.9008925318765
10362,16.0,5.02,1.04,4732.0,2.46,33.62,-117.7,4650.382018730489
10363,18.0,7.84,1.07,2025.0,3.72,33.62,-117.69,1944.6524264705884
10364,19.0,6.73,0.92,1295.0,2.94,33.61,-117.68,1213.8731818181818
10365,16.0,5.59,1.08,1649.0,3.07,33.61,-117.69,1567.985055762082
10366,19.0,8.62,1.01,1646.0,3.63,33.6,-117.68,1565.545550660793
10367,16.0,5.94,1.0,835.0,3.22,33.65,-117.65,754.2239382239383
10368,17.0,6.1,0.96,1555.0,2.99,33.64,-117.66,1473.9703846153843
10369,11.0,5.36,1.09,1565.0,3.08,33.64,-117.67,1484.0507086614173
10370,13.0,6.12,0.98,4597.0,3.3,33.65,-117.66,4516.290071787509
10371,15.0,7.19,1.07,1740.0,3.59,33.65,-117.65,1659.5876288659797
10372,16.0,7.93,1.0,1395.0,3.27,33.63,-117.65,1314.2469789227166
10373,15.0,7.0,1.0,2197.0,3.26,33.65,-117.65,2116.264487369985
10374,16.0,5.46,1.01,1967.0,3.26,33.63,-117.66,1886.2266225165563
10375,10.0,7.67,1.05,1688.0,3.61,33.65,-117.63,1607.6345610278372
10376,2.0,9.91,1.13,2985.0,3.78,33.64,-117.62,2904.798481012658
10377,10.0,8.19,1.09,1808.0,3.07,33.63,-117.64,1727.0648299319728
10378,11.0,6.13,1.09,810.0,2.05,33.64,-117.64,728.0506329113924
10379,4.0,4.75,1.05,3256.0,2.26,33.65,-117.64,3174.2726824183464
10380,9.0,5.71,1.05,1293.0,1.74,33.62,-117.63,1210.7255704697986
10381,6.0,5.72,1.02,985.0,1.84,33.63,-117.63,902.8376865671642
10382,15.0,6.96,1.05,1140.0,2.93,33.62,-117.65,1058.90059125964
10383,16.0,5.41,1.05,1202.0,1.64,33.62,-117.64,1119.6176021798365
10384,16.0,6.37,0.98,2717.0,3.34,33.62,-117.66,2636.3019434194343
10385,15.0,7.53,1.05,2529.0,3.32,33.6,-117.65,2448.268897637795
10386,14.0,6.24,0.97,3041.0,3.62,33.61,-117.64,2960.5945530393324
10387,13.0,6.1,1.13,1004.0,2.64,33.6,-117.65,922.592105263158
10388,4.0,8.39,0.98,1312.0,3.36,33.59,-117.64,1231.3141025641023
10389,6.0,7.74,0.95,1794.0,3.32,33.58,-117.66,1713.2360813308687
10390,5.0,4.48,1.12,1185.0,2.66,33.57,-117.65,1103.5769506726458
10391,2.0,11.11,1.63,703.0,3.24,33.58,-117.65,622.1696313364055
10392,16.0,6.21,1.11,1357.0,3.39,33.57,-117.66,1276.3025
10393,8.0,7.48,0.96,1238.0,3.5,33.59,-117.65,1157.437175141243
10394,16.0,6.41,1.07,1003.0,3.06,33.54,-117.67,921.9279268292682
10395,15.0,5.73,1.03,1366.0,3.23,33.54,-117.67,1285.0993144208037
10396,6.0,4.45,1.02,1695.0,2.39,33.55,-117.67,1613.2673239436622
10397,4.0,5.2,1.15,1345.0,2.13,33.56,-117.67,1263.018164556962
10398,15.0,6.36,0.93,943.0,3.44,33.51,-117.64,862.3116058394161
10399,14.0,7.3,0.95,650.0,3.53,33.51,-117.64,569.4026086956521
10400,15.0,9.47,1.38,133.0,2.96,33.52,-117.55,51.92555555555556
10401,3.0,7.67,1.1,991.0,2.54,33.61,-117.59,909.5610256410256
10402,5.0,9.64,1.19,1862.0,3.35,33.6,-117.58,1781.374954954955
10403,3.0,8.64,1.27,3191.0,3.11,33.64,-117.49,3110.257108081792
10404,29.0,6.0,1.05,633.0,3.1,33.67,-117.59,552.1829411764706
10405,6.0,10.56,2.37,213.0,4.95,33.69,-117.53,134.11348837209303
10406,3.0,4.2,0.89,563.0,1.96,33.66,-117.59,481.0316724738676
10407,4.0,5.54,1.08,1693.0,2.84,33.66,-117.58,1611.9158458961474
10408,4.0,5.18,1.09,833.0,2.16,33.65,-117.58,751.2280310880828
10409,4.0,5.86,0.97,673.0,2.99,33.66,-117.59,592.061111111111
10410,2.0,4.53,1.11,2332.0,2.17,33.65,-117.59,2250.233345759553
10411,4.0,6.46,1.04,1599.0,3.3,33.65,-117.6,1518.3469072164949
10412,3.0,7.79,1.23,1600.0,2.74,33.67,-117.61,1518.8044253859348
10413,6.0,4.67,1.09,2597.0,2.32,33.66,-117.64,2515.340822162645
10414,4.0,4.65,1.01,897.0,2.32,33.65,-117.59,815.3838341968911
10415,4.0,3.77,1.17,815.0,1.91,33.65,-117.58,732.983145539906
10416,2.0,6.57,1.15,1970.0,2.77,33.63,-117.61,1888.7868539325843
10417,7.0,10.01,1.15,2175.0,3.19,33.53,-117.65,2094.073832599119
10418,23.0,6.11,1.18,998.0,2.29,33.42,-117.62,916.0942528735632
10419,12.0,6.78,1.24,2104.0,2.48,33.38,-117.63,2022.2340613931524
10420,35.0,6.41,1.01,946.0,2.37,33.41,-117.61,864.1709273182956
10421,31.0,5.11,1.1,1919.0,2.48,33.42,-117.61,1837.286129032258
10422,29.0,5.67,1.01,922.0,2.38,33.41,-117.6,840.1924289405684
10423,4.0,8.59,1.21,661.0,3.13,33.47,-117.62,579.9827014218009
10424,5.0,6.65,1.13,1571.0,2.94,33.45,-117.63,1489.761947565543
10425,4.0,7.27,1.03,805.0,2.97,33.47,-117.63,723.8104797047971
10426,6.0,5.11,0.99,426.0,2.29,33.45,-117.61,344.1303225806452
10427,7.0,7.27,1.03,2812.0,2.66,33.46,-117.63,2730.4903595080414
10428,26.0,7.01,1.07,607.0,2.78,33.45,-117.64,525.5944036697247
10429,25.0,6.18,1.22,603.0,1.71,33.42,-117.65,520.4830681818181
10430,27.0,7.26,1.22,130.0,2.83,33.45,-117.64,48.636086956521744
10431,27.0,4.87,1.1,1221.0,3.24,33.43,-117.62,1140.048726790451
10432,27.0,4.42,1.22,2321.0,2.66,33.43,-117.62,2239.468648339061
10433,24.0,3.53,1.05,850.0,2.32,33.43,-117.62,768.1260762942778
10434,17.0,5.56,1.33,910.0,1.85,33.4,-117.65,827.599593495935
10435,23.0,4.72,1.11,1950.0,2.27,33.43,-117.62,1868.0800814901047
10436,33.0,3.63,1.21,604.0,1.91,33.43,-117.61,521.7253627760251
10437,27.0,4.14,1.09,460.0,1.89,33.42,-117.62,377.6930041152264
10438,27.0,4.64,1.32,597.0,1.92,33.42,-117.62,514.71961414791
10439,4.0,5.45,1.3,996.0,2.29,33.45,-117.6,914.1396551724138
10440,3.0,5.58,1.21,2363.0,2.27,33.44,-117.59,2281.1199327569643
10441,22.0,4.93,1.16,1797.0,2.8,33.4,-117.59,1715.609065420561
10442,17.0,5.31,1.06,878.0,2.08,33.41,-117.59,795.8956501182032
10443,23.0,5.84,1.08,1048.0,2.47,33.42,-117.6,966.2858823529411
10444,24.0,6.08,1.05,851.0,2.25,33.43,-117.61,769.0653825857519
10445,21.0,7.28,1.03,1392.0,2.56,33.43,-117.6,1310.3935359116022
10446,17.0,7.68,1.03,713.0,2.69,33.44,-117.61,631.5205660377359
10447,14.0,6.6,0.99,1230.0,2.52,33.43,-117.59,1148.3604918032786
10448,22.0,4.82,1.09,1081.0,1.91,33.47,-117.67,998.7098939929328
10449,24.0,6.58,1.33,1409.0,2.59,33.46,-117.67,1327.3848434622466
10450,25.0,7.3,1.27,903.0,2.2,33.44,-117.67,820.9724390243903
10451,18.0,6.53,1.05,783.0,3.05,33.46,-117.67,701.8366926070039
10452,26.0,6.1,1.09,952.0,2.8,33.46,-117.66,870.5999999999999
10453,28.0,5.21,0.96,609.0,2.52,33.46,-117.66,527.3165289256198
10454,22.0,5.15,1.15,334.0,2.13,33.48,-117.66,251.94738853503185
10455,16.0,5.82,1.19,628.0,1.64,33.49,-117.65,545.4839790575917
10456,3.0,7.47,1.27,781.0,2.32,33.49,-117.64,699.1675074183977
10457,10.0,6.27,1.05,1469.0,2.64,33.48,-117.65,1387.472086330935
10458,6.0,9.41,1.08,572.0,3.29,33.48,-117.65,491.1173563218391
10459,12.0,7.36,1.09,1506.0,3.06,33.5,-117.63,1424.930975609756
10460,4.0,4.86,0.85,1408.0,2.95,33.47,-117.63,1326.7917819706497
10461,19.0,6.59,1.07,2824.0,2.64,33.46,-117.65,2742.4541947565544
10462,12.0,5.38,1.06,1033.0,2.77,33.48,-117.64,951.6094369973192
10463,15.0,6.14,1.05,3033.0,2.49,33.45,-117.65,2951.2921939194744
10464,31.0,7.89,1.2,1530.0,2.36,33.49,-117.73,1448.121111111111
10465,38.0,6.03,1.27,1332.0,2.09,33.48,-117.76,1249.8143396226417
10466,29.0,6.67,1.04,612.0,2.37,33.51,-117.74,530.1420930232558
10467,3.0,7.8,1.12,2129.0,2.6,33.53,-117.73,2047.3995115995117
10468,13.0,6.64,1.11,1909.0,2.6,33.54,-117.72,1827.4243656207368
10469,14.0,5.71,1.01,704.0,2.4,33.53,-117.72,622.2127303754265
10470,17.0,6.33,1.05,1176.0,2.06,33.51,-117.72,1093.849544658494
10471,4.0,6.84,1.38,1129.0,2.13,33.49,-117.72,1046.9001886792453
10472,17.0,7.77,1.04,654.0,2.34,33.49,-117.73,572.1040860215054
10473,5.0,7.2,1.24,1238.0,1.96,33.51,-117.73,1155.7388607594935
10474,19.0,7.58,0.93,1584.0,3.37,33.6,-117.69,1503.2802127659577
10475,24.0,7.64,1.02,969.0,3.79,33.6,-117.68,888.70515625
10476,17.0,6.42,1.08,1194.0,3.56,33.6,-117.69,1113.4741791044778
10477,16.0,5.34,1.25,877.0,2.24,33.6,-117.7,795.1372448979591
10478,16.0,5.49,0.98,1333.0,3.32,33.6,-117.69,1252.22592039801
10479,12.0,7.49,0.97,1464.0,3.37,33.6,-117.69,1383.2755172413797
10480,13.0,7.7,0.99,1432.0,3.32,33.59,-117.69,1351.2225058004642
10481,12.0,7.72,1.04,1569.0,3.49,33.59,-117.68,1488.3966666666668
10482,5.0,6.8,1.03,2877.0,2.93,33.58,-117.69,2795.819735234216
10483,8.0,9.86,1.11,899.0,3.81,33.59,-117.68,818.7193220338983
10484,8.0,8.23,1.0,1176.0,3.35,33.58,-117.69,1095.2404273504274
10485,7.0,6.33,1.04,1731.0,2.46,33.47,-117.68,1649.2488068181815
10486,15.0,6.1,1.02,727.0,2.48,33.48,-117.68,645.2812286689419
10487,17.0,5.8,0.97,1072.0,2.78,33.49,-117.68,990.5944155844156
10488,16.0,4.47,1.05,2557.0,3.71,33.49,-117.68,2476.515797101449
10489,15.0,5.3,1.1,983.0,1.87,33.49,-117.67,900.6923809523809
10490,10.0,6.0,1.0,128.0,2.1,33.49,-117.67,45.9183606557377
10491,19.0,6.81,1.0,1481.0,3.44,33.51,-117.68,1400.2741860465117
10492,18.0,6.58,0.99,1649.0,2.6,33.49,-117.68,1567.4109463722398
10493,25.0,6.52,0.97,1462.0,2.94,33.48,-117.69,1380.7316498993964
10494,13.0,6.97,1.3,679.0,2.34,33.47,-117.69,597.1213793103448
10495,18.0,5.03,1.02,1302.0,2.49,33.51,-117.66,1220.3442528735632
10496,16.0,6.0,1.06,862.0,2.64,33.5,-117.66,780.4841717791411
10497,17.0,4.88,1.11,1893.0,4.37,33.51,-117.67,1813.2118244803692
10498,18.0,4.63,1.11,1490.0,4.2,33.51,-117.67,1410.0371830985914
10499,19.0,5.54,1.08,545.0,2.4,33.51,-117.67,463.2408810572688
10500,23.0,5.52,1.14,1480.0,2.33,33.47,-117.69,1398.114384858044
10501,20.0,4.74,1.09,764.0,2.29,33.47,-117.7,682.0642942942943
10502,21.0,4.58,1.11,1423.0,2.95,33.47,-117.7,1341.7222821576763
10503,19.0,4.54,1.09,1728.0,3.03,33.47,-117.69,1646.8062697022767
10504,21.0,4.89,1.05,881.0,2.32,33.47,-117.7,799.0884210526316
10505,5.0,7.68,1.46,616.0,2.5,33.43,-117.72,534.2140650406504
10506,5.0,5.63,1.06,1016.0,2.53,33.55,-117.68,934.3973631840796
10507,5.0,7.05,1.0,1363.0,3.38,33.54,-117.68,1282.2421339950372
10508,5.0,6.39,1.11,1546.0,2.73,33.52,-117.68,1464.566631393298
10509,9.0,6.69,0.99,1646.0,2.86,33.55,-117.69,1564.7176388888888
10510,20.0,6.22,0.99,801.0,2.82,33.54,-117.69,719.6704225352113
10511,17.0,6.29,0.97,2396.0,2.99,33.53,-117.69,2314.831260923845
10512,4.0,4.43,1.29,1176.0,2.43,33.52,-117.69,1094.2647826086957
10513,2.0,8.78,1.27,1460.0,2.44,33.51,-117.7,1378.2473956594324
10514,3.0,5.77,1.13,3214.0,2.51,33.52,-117.69,3132.342900703675
10515,5.0,5.88,1.1,2834.0,2.49,33.53,-117.7,2752.318147497805
10516,17.0,6.89,1.16,876.0,2.43,33.52,-117.71,794.2365927977838
10517,11.0,7.82,0.9,883.0,3.14,33.51,-117.71,801.9423487544484
10518,12.0,7.82,1.17,1543.0,2.58,33.51,-117.71,1461.3802675585284
10519,2.0,8.79,1.28,3550.0,3.12,33.57,-117.68,3469.006769095698
10520,4.0,7.88,0.98,705.0,3.15,33.55,-117.69,624.0073214285715
10521,3.0,6.58,1.08,710.0,2.89,33.55,-117.69,628.7461788617886
10522,4.0,7.93,1.11,1802.0,2.88,33.54,-117.7,1720.7232
10523,12.0,6.29,1.0,1054.0,2.7,33.55,-117.7,972.545652173913
10524,2.0,8.09,1.17,703.0,2.69,33.56,-117.7,621.5534865900383
10525,3.0,4.46,1.16,1033.0,1.89,33.56,-117.7,950.7450364963504
10526,4.0,4.2,1.16,1512.0,1.93,33.57,-117.7,1429.803503836317
10527,7.0,8.83,1.04,1883.0,3.39,33.54,-117.71,1802.216690647482
10528,15.0,7.69,1.15,962.0,3.01,33.54,-117.71,880.8362500000001
10529,2.0,4.96,1.1,1066.0,2.09,33.58,-117.71,983.9601960784314
10530,9.0,4.11,1.21,469.0,1.6,33.57,-117.7,386.4706825938567
10531,4.0,5.05,1.16,1285.0,1.97,33.57,-117.71,1202.8338863287252
10532,6.0,4.78,1.15,1846.0,2.4,33.57,-117.71,1764.2636458333334
10533,4.0,6.29,1.04,959.0,2.48,33.51,-117.68,877.3144559585492
10534,4.0,5.01,1.13,505.0,2.07,33.51,-117.69,422.8896721311475
10535,4.0,5.92,1.12,834.0,2.1,33.5,-117.7,751.9007556675062
10536,5.0,7.27,1.1,617.0,2.67,33.49,-117.71,535.4509956709957
10537,4.0,7.42,1.03,2969.0,2.95,33.5,-117.7,2887.748361469712
10538,10.0,7.36,1.36,1156.0,2.46,33.48,-117.7,1074.239574468085
10539,6.0,7.04,1.14,6223.0,2.64,33.48,-117.7,6141.420220619431
10540,14.0,6.19,1.07,1490.0,2.37,33.47,-117.71,1408.128839427663
10541,9.0,7.26,1.46,1720.0,1.9,33.46,-117.74,1637.6226548672566
10542,17.0,6.54,1.11,830.0,2.02,33.47,-117.71,747.7843902439024
10543,29.0,5.35,1.03,3985.0,3.77,33.68,-117.7,3904.753674242424
10544,14.0,7.48,1.01,2025.0,3.5,33.71,-117.76,1944.4534602076128
10545,15.0,5.48,1.03,878.0,1.69,33.71,-117.75,795.6484615384616
10546,12.0,6.85,0.98,2042.0,3.47,33.7,-117.76,1961.4127891156463
10547,15.0,6.94,0.97,1060.0,3.5,33.71,-117.77,979.4383498349836
10548,3.0,5.22,1.08,1486.0,2.14,33.7,-117.77,1404.0650574712645
10549,4.0,4.37,1.11,1315.0,2.35,33.7,-117.77,1233.2782142857145
10550,16.0,7.3,1.07,2356.0,2.96,33.65,-117.69,2274.923522012579
10551,16.0,8.78,1.06,1587.0,3.69,33.65,-117.71,1506.6306976744186
10552,16.0,7.32,1.06,1249.0,2.7,33.65,-117.7,1167.6476241900648
10553,14.0,8.79,1.06,1293.0,3.86,33.64,-117.71,1212.7897014925377
10554,16.0,5.59,0.98,950.0,3.39,33.63,-117.71,869.3128571428572
10555,16.0,5.48,1.1,1357.0,2.98,33.63,-117.71,1275.8958771929824
10556,16.0,5.16,1.11,945.0,2.97,33.63,-117.71,863.8916981132077
10557,16.0,6.49,1.09,1525.0,2.24,33.63,-117.7,1443.1660703812315
10558,16.0,5.0,0.98,380.0,1.54,33.64,-117.72,297.4647154471545
10559,19.0,5.97,0.99,1639.0,3.31,33.62,-117.7,1558.2311111111112
10560,23.0,6.97,1.08,1501.0,3.44,33.63,-117.7,1420.3726605504587
10561,22.0,6.45,0.99,1338.0,3.42,33.62,-117.71,1257.3319948849105
10562,11.0,7.87,1.08,1993.0,3.48,33.72,-117.76,1912.438184991274
10563,14.0,8.12,1.05,1359.0,3.66,33.72,-117.76,1278.6230727762804
10564,10.0,6.73,0.95,1241.0,3.39,33.72,-117.75,1160.3607103825136
10565,15.0,3.79,1.07,366.0,1.48,33.72,-117.76,283.4358064516129
10566,15.0,2.95,1.02,470.0,1.37,33.71,-117.76,387.324269005848
10567,18.0,5.47,1.13,391.0,6.52,33.73,-117.74,313.50666666666666
10568,11.0,7.47,0.93,1256.0,3.57,33.66,-117.69,1175.5381818181818
10569,5.0,5.88,0.95,1933.0,2.68,33.66,-117.69,1851.64728531856
10570,5.0,5.65,1.09,4656.0,2.5,33.67,-117.67,4574.499194847021
10571,4.0,5.27,1.13,4762.0,2.47,33.66,-117.67,4680.458636599274
10572,6.0,5.74,1.06,4783.0,2.64,33.65,-117.68,4701.611082274986
10573,4.0,6.06,1.03,2677.0,2.85,33.68,-117.64,2595.8939445629
10574,6.0,4.8,1.16,125.0,2.84,33.72,-117.7,43.86090909090909
10575,15.0,7.64,1.06,2383.0,3.38,33.65,-117.69,2302.335354107649
10576,15.0,7.43,1.0,2380.0,3.08,33.64,-117.7,2299.018913324709
10577,23.0,5.71,1.03,792.0,3.13,33.63,-117.69,711.0704347826088
10578,18.0,6.07,1.05,1843.0,2.96,33.64,-117.69,1761.9082664526486
10579,16.0,6.77,0.97,1279.0,3.34,33.64,-117.69,1198.2894255874671
10580,9.0,5.32,1.01,4660.0,4.76,33.71,-117.82,4580.65482617587
10581,24.0,7.38,1.04,1383.0,3.13,33.72,-117.82,1302.0289592760182
10582,17.0,5.81,1.03,363.0,1.98,33.73,-117.81,280.90360655737703
10583,16.0,5.12,0.99,1317.0,2.58,33.72,-117.8,1235.497299412916
10584,16.0,7.68,1.12,1227.0,3.54,33.71,-117.81,1146.4360230547552
10585,24.0,7.18,0.95,1593.0,3.29,33.72,-117.82,1512.1913223140498
10586,15.0,5.29,1.02,681.0,2.59,33.7,-117.77,599.5193536121674
10587,14.0,4.18,1.1,744.0,2.2,33.69,-117.77,662.1211834319527
